sku,store,soh,qoo,ads,lead_time,unit_price
MX-0270,Hyderabad City Mall,28,0,1.7,5,199
MX-0270,Chennai City Mall,7,0,1.7,7,199
MX-0270,Kolkata City Mall,342,0,6.8,21,199
MX-0270,Pune City Mall,80,17,,5,199
MX-0270,Ahmedabad City Mall,219.5,0,7.8,14,199
MX-0270,Jaipur City Mall,29,15,2.2,7,199
MX-0270,Lucknow City Mall, 56 ,0,2.7,14,199
MX-0270,Surat City Mall,96,0,7.8,10,199
MX-0270,Indore City Mall, 70 ,0,4.3,5,199
MX-0270,Nagpur City Mall,318,139,4.8,21,199
MX-0270,Kochi City Mall,120,0,7.4,5,199
MX-0270,Chandigarh City Mall,87,22,4.6,7,199
MX-0270,Bhopal City Mall,298,118,5.9,21,199
MX-0270,Patna City Mall,61,0,2.1,14,199
MX-0270,Vadodara City Mall,46,144,7.7,14,199
MX-0270,Ludhiana City Mall,7,0,2.6,7,199
MX-0270,Agra City Mall,67,0,6.2,5,199
MX-0271,Mumbai,3,0,3.0,14,199
MX-0271,Delhi,38,0,5.6,7,199
MX-0271,Bengaluru,21,0,7.7,5,199
MX-0271,Hyderabad,164,0,3.3,21,199
MX-0271,Chennai, 22 ,0,1.6,10,199
MX-0271,Kolkata,97,0,2.3,14,199
MX-0271,Pune,104,0,6.6,14,199
MX-0271,Ahmedabad,8,0,0.7,10,199
MX-0271,Jaipur,146,0,4.1,14,199
MX-0271,Lucknow,102,0,3.8,21,199
MX-0271,Surat,180,0,5.4,10,199
MX-0271,Indore,156,0,2.9,21,199
MX-0271,Nagpur,2, 2 ,0.2,14,199
MX-0271,Kochi,78,0,5.6,10,199
MX-0271,Chandigarh,161,0,3.0,21,199
MX-0271,Bhopal,52,34,4.8,10,199
MX-0271,Patna,62,0,4.9,14,199
MX-0271,Vadodara,69,0,2.8,10,199
MX-0271,Ludhiana,59,0,2.6,21,199
MX-0271,Agra, 60 ,0,2.4,21,199
MX-0271,Nashik,2,0,0.5,14,199
MX-0271,Meerut,297,115,7.5,21,199
MX-0271,Rajkot,0,0,0.2,10,199
MX-0271,Varanasi,138,0,6.2,7,199
MX-0271,Amritsar,15,-1,0.3,21,199
MX-0271,Noida, 13 ,0,2.7,10,199
MX-0271,Gurugram,78,84,7.6,10,199
MX-0271,Coimbatore,45,0,3.9,7,199
MX-0271,Madurai,14,0,2.4,7,199
MX-0271,Guwahati,19,0,2.2,10,199
MX-0271,Mumbai City Mall,24,0,4.3,5,199
MX-0271,Mumbai City Mall,24,0,4.3,5,199
MX-0271,Delhi City Mall,9,0,4.9,14,199
MX-0271,Bengaluru City Mall,3,0,0.7,14,199
MX-0271,Hyderabad City Mall,283,0,6.4,14,199
MX-0271,Chennai City Mall,4,0,6.8,21,199
MX-0271,Kolkata City Mall,139,0,4.4,21,199
MX-0271,Pune City Mall,36,0,7.5,5,199
MX-0271,Ahmedabad City Mall,455,0,7.5,21,199
MX-0271,Jaipur City Mall,43,0,7.8,7,199
MX-0271,Lucknow City Mall,3,0,5.7,5,N/A
MX-0271,Surat City Mall,73.5,0,6.9,,199
MX-0271,Indore City Mall,207,0,7.2,10,199
MX-0271,Nagpur City Mall,212,0,4.6,21,199
MX-0271,Kochi City Mall,172,0,5.7,10,199
MX-0271,Chandigarh City Mall,83,0,6.5,7,199
MX-0271,Bhopal City Mall,163,0,7.4,7,199
MX-0271,Patna City Mall,52,0,6.4,5,199
MX-0271,Vadodara City Mall,25,0,4.9,5 days,199
MX-0271,Ludhiana City Mall, 119 ,0,6.5,14,199
MX-0271,Agra City Mall,29,22,7.5,7,199
MX-0272,Mumbai,91,0,2.3,14,999
MX-0272,Delhi,36,0,5.4,5,999
MX-0272,Bengaluru,15,0,1.2,10,999
MX-0272,Hyderabad,64,75,7.2,21,999
MX-0272,Chennai,140,0,7.3,7,999
MX-0272,Kolkata,85,62,6.6,7,999
MX-0272,Pune,3,0,1.6,7,999
MX-0272,Ahmedabad,118,0,6.0,7,999
MX-0272,Jaipur,180,0,3.1,21,999
MX-0272,Lucknow, 45 ,0,4.8,5,999
MX-0272,Surat,35,0,5.6,21,999
MX-0272,Indore,303,0,5.3,21,999
MX-0272,Nagpur,18,0,1.1,7,999
MX-0272,Kochi,2,26,2.5,10,999
MX-0272,Chandigarh,39,15,1.4,10,999
MX-0272,Bhopal,85,0,3.7,7,999
MX-0272,Patna,59,0,3.4,21,999
MX-0272,Vadodara,149,0,3.5,14,999
MX-0272,Ludhiana,81,20,3.5,10,999
MX-0272,Agra,232,0,,21,999
MX-0272,Nashik,23,6,1.0,14,999
MX-0272,Meerut,-2,0,6.5,21,999
MX-0272,Rajkot,49,0,2.8,7,999
MX-0272,Varanasi,38,0,5.4,7,999
MX-0272,Amritsar,26,0,2.2,5,999
MX-0272,Noida,54,0,4.9,7,999
MX-0272,Gurugram,26,0,5.8,5,999
MX-0272,Coimbatore,120,0,3.6,10,999
MX-0272,Madurai,54,0,7.9,7,999
MX-0272,Guwahati,156,80,6.7,10,999
MX-0272,Mumbai City Mall,44,0,3.9,7,999
MX-0272,Delhi City Mall,9,15,2.9,7,999
MX-0272,Bengaluru City Mall,200,0,6.0,10,999
,Hyderabad City Mall,1,0,0.8,7,999
MX-0272,Chennai City Mall,202,0,7.6,14,999
MX-0272,Kolkata City Mall,140,0,5.6,10,999
MX-0272,Pune City Mall,36,0,4.0,21,999
MX-0272,Ahmedabad City Mall,367,0,5.8,21,999
MX-0272,Jaipur City Mall,73,0,4.7,7,999
MX-0272,Lucknow City Mall,14,0,1.3,7,999
MX-0272,Surat City Mall,28,0,5.6,14,999
MX-0272,Indore City Mall,12,0,1.2,7,999
MX-0272,Nagpur City Mall,1,1,0.4,7,999
MX-0272,Kochi City Mall,65.5,0,2.4,10,999
MX-0272,Chandigarh City Mall,19,0,1.3,14,999
MX-0272,Bhopal City Mall,75,-4,1.3,21,999
MX-0272,Patna City Mall,93,33,6.1,10,999
MX-0272,Vadodara City Mall,214,0,5.5,21,999
MX-0272,Ludhiana City Mall,170,0,5.1,10,N/A
MX-0272,Agra City Mall,2,0,7.4,5,999
MX-0273,Mumbai,1,4,0.8,5,3999
MX-0273,Delhi,44,0,6.4,14,3999
MX-0273,Bengaluru,282,0,7.3,14,3999
MX-0273,Hyderabad,46,0,0.9,21,3999
MX-0273,Chennai,110,0,6.5,14,3999
MX-0273,Kolkata,87,0,7.6,5,3999
MX-0273,Pune,19,0,1.6,10,3999
MX-0273,Ahmedabad,76,0,2.4,10,3999
MX-0273,Jaipur, 299 ,0,8.0,14,3999
MX-0273,Lucknow,49,0,6.2,5,3999
MX-0273,Surat,173, 49 ,7.7,7,3999
MX-0273,Indore,2,21,3.6,5,3999
MX-0273,Nagpur,4,0,0.6,14,3999
MX-0273,Kochi,10, 8 ,0.6,,3999
MX-0273,Chandigarh,4,0,0.3,5,3999
MX-0273,Bhopal,52,23,3.8,5,3999
MX-0273,Patna,360,0,7.6,21,3999
MX-0273,Vadodara, 69 ,0,2.1,14,3999
MX-0273,Ludhiana,16,0,3.1,10,3999
MX-0273,Agra,46,30,1.4,21,3999
MX-0273,Nashik,16,0,3.0,5,3999
MX-0273,Meerut,21,0,6.2,7,3999
MX-0273,Rajkot,8,0,0.4,10,3999
MX-0273,Varanasi,0,0,3.7,5,3999
MX-0273,Amritsar,44,0,0.9,21,3999
MX-0273,Noida,28,9,2.2,5,3999
MX-0273,Gurugram,20,0,2.0,7 days,3999
MX-0273,Coimbatore,67,0,7.8,10,3999
MX-0273,Coimbatore,67,0,7.8,10,3999
MX-0273,Madurai,495,0,7.1,21,3999
MX-0273,Guwahati,4,1,0.5,7,3999
MX-0273,Mumbai City Mall,549,0,7.8,21,3999
MX-0273,Delhi City Mall,21,0,2.1,10,3999
MX-0273,Bengaluru City Mall,37,0,5.5,21,3999
MX-0273,Hyderabad City Mall,12,0,2.3,7,3999
MX-0273,Chennai City Mall,1,34,2.9,14,3999
MX-0273,Kolkata City Mall,92,0,5.1,7,3999
MX-0273,Pune City Mall,15,0,0.5,10,3999
MX-0273,Ahmedabad City Mall,23,35,7.3,5,3999
MX-0273,Jaipur City Mall,218,0,3.2,21,3999
MX-0273,Lucknow City Mall,170,66,7.3,7,3999
MX-0273,Surat City Mall, 8 ,11,2.0,5,3999
MX-0273,Indore City Mall,399,0,7.8,21,3999
MX-0273,Nagpur City Mall,263,146,5.1,21,3999
MX-0273,Kochi City Mall,275,0,6.0,14,3999
MX-0273,Chandigarh City Mall,39,0,2.1,21,3999
MX-0273,Bhopal City Mall,84,0,4.6,10,3999
MX-0273,Patna City Mall,141.5,27,7.9,7,3999
MX-0273,Vadodara City Mall,5,0,4.1,10,3999
MX-0273,Ludhiana City Mall,142,0,5.6,10,3999
MX-0273,Agra City Mall,58,0,2.6,7,3999
MX-0274,Mumbai,47,0,1.3,14,499
MX-0274,Delhi,8,0,0.8,5,499
MX-0274,Bengaluru,19,0,,14,499
MX-0274,Hyderabad,8,0,1.5,5,499
MX-0274,Chennai,26,0,1.6,5,499
MX-0274,Kolkata,3,2,0.8,5,499
MX-0274,Pune,1,0,0.7,7,499
MX-0274,Ahmedabad,224,0,6.9,10,N/A
MX-0274,Jaipur,263,0,6.2,14,499
MX-0274,Lucknow,135,34,3.9,14,499
MX-0274,Surat,(2),45,4.1,10,499
MX-0274,Indore,91,20,5.8,5,499
MX-0274,Nagpur,306,0,7.7,21,499
MX-0274,Kochi,4,0,4.0,5,499
MX-0274,Chandigarh,165, 86 ,3.9,21,499
MX-0274,Bhopal,2,0,0.5,7,499
MX-0274,Patna,17,-4,0.9,10,499
MX-0274,Vadodara,64,0,7.5,5,499
MX-0274,Ludhiana,251,0,6.2,21,499
MX-0274,Agra,6,0,0.3,14,499
MX-0274,Nashik,96,0,4.2,7,499
MX-0274,Meerut,390,173,6.0,21,499
MX-0274,Rajkot,69,0,3.8,7,499
MX-0274,Varanasi,189,0,4.7,14,499
MX-0274,Amritsar,23,35,3.4,10,499
MX-0274,Noida,189,0,4.3,14,499
MX-0274,Gurugram,23,19,2.5,14,499
MX-0274,Coimbatore,98,0,5.1,14,499
MX-0274,Madurai,100,0,7.4,10,499
MX-0274,Guwahati,1,0,1.4,7,499
MX-0274,Mumbai City Mall,32,0,6.0,5,499
MX-0274,Delhi City Mall,51,0,0.8,21,499
MX-0274,Bengaluru City Mall,2,0,0.3,14,499
MX-0274,Hyderabad City Mall,36,0,6.4,7,499
,Chennai City Mall,14,11,1.4,7,499
MX-0274,Kolkata City Mall,220,0,7.7,10,499
MX-0274,Pune City Mall, 19 ,0,7.0,,499
MX-0274,Ahmedabad City Mall,80,0,6.0,21,499
MX-0274,Jaipur City Mall,9,0,0.8,21,499
MX-0274,Lucknow City Mall,96,0,5.1,10,499
MX-0274,Surat City Mall,20,0,2.7,10,499
MX-0274,Indore City Mall,197,0,5.3,21,499
MX-0274,Nagpur City Mall,38,21,0.8,21,499
MX-0274,Kochi City Mall,38,0,3.1,7,499
MX-0274,Chandigarh City Mall,2,0,0.9,7,499
MX-0274,Bhopal City Mall,53,121,7.6,14,499
MX-0274,Patna City Mall,43,33,5.3,14,499
MX-0274,Vadodara City Mall,12,21,2.8,10,499
MX-0274,Ludhiana City Mall,179,43,4.2,14,499
MX-0274,Agra City Mall,12.5,0,2.3,5,499
MX-0275,Mumbai,220,66,5.2,14,3999
MX-0275,Delhi,157,0,7.5,7,3999
MX-0275,Bengaluru,22,0,1.5,14,3999
MX-0275,Hyderabad,138,36,7.8,7,3999
MX-0275,Chennai,10,0,0.7,7,3999
MX-0275,Kolkata, 84 ,0,1.6,21 days,3999
MX-0275,Pune,60,14,3.1,10,3999
MX-0275,Ahmedabad,18,0,2.5,7,3999
MX-0275,Jaipur,16,7,3.0,5,3999
MX-0275,Lucknow,82,0,6.3,21,3999
MX-0275,Surat,17,0,1.1,5,3999
MX-0275,Indore,5,57,6.5,14,3999
MX-0275,Nagpur,100,0,5.9,7,3999
MX-0275,Kochi,197,0,2.8,21,3999
MX-0275,Chandigarh,82,0,5.8,5,3999
MX-0275,Bhopal,108,0,3.5,10,3999
MX-0275,Patna, 299 ,79,5.0,21,N/A
MX-0275,Vadodara,39,34,1.9,14,3999
MX-0275,Ludhiana,13,0,1.4,5,3999
MX-0275,Agra,14,0,0.7,14,3999
MX-0275,Nashik,4,0,0.3,7,3999
MX-0275,Meerut,104,0,3.2,21,3999
MX-0275,Rajkot,22,0,2.1,5,3999
MX-0275,Varanasi,277,0,6.1,14,3999
MX-0275,Amritsar, 64 ,0,5.7,10,3999
MX-0275,Amritsar, 64 ,0,5.7,10,3999
MX-0275,Noida,1,0,2.8,5,3999
MX-0275,Gurugram,58,0,4.4,7,3999
MX-0275,Coimbatore,49,0,7.5,5,3999
MX-0275,Madurai,22,0,1.9,21,3999
MX-0275,Guwahati,6,0,2.4,10,3999
MX-0275,Mumbai City Mall,66,0,7.9,7,3999
MX-0275,Delhi City Mall,11,0,0.4,21,3999
MX-0275,Bengaluru City Mall,164,138,7.3,21,3999
MX-0275,Hyderabad City Mall,101,0,2.9,21,3999
MX-0275,Chennai City Mall,100,0,3.5,10,3999
MX-0275,Kolkata City Mall,5,0,,5,3999
MX-0275,Pune City Mall,109,0,3.1,14,3999
MX-0275,Ahmedabad City Mall,19,-2,2.5,5,3999
MX-0275,Jaipur City Mall,128,0,2.2,21,3999
MX-0275,Lucknow City Mall,8,0,7.7,14,3999
MX-0275,Surat City Mall,72,11,1.9,14,3999
MX-0275,Indore City Mall,33,0,1.4,10,3999
MX-0275,Nagpur City Mall,16,0,5.3,5,3999
MX-0275,Kochi City Mall,98,0,4.1,21,3999
MX-0275,Chandigarh City Mall,7,0,2.4,7,3999
MX-0275,Bhopal City Mall,4,0,4.1,5,3999
MX-0275,Patna City Mall,14,11,1.8,5,3999
MX-0275,Vadodara City Mall,60,0,2.4,10,3999
MX-0275,Ludhiana City Mall,4,0,0.8,5,3999
MX-0275,Agra City Mall,(9),0,7.1,10,3999
MX-0276,Mumbai,122,65,2.5,21,999
MX-0276,Delhi,10,0,5.4,10,999
MX-0276,Bengaluru,44.5,0,5.7,5,999
MX-0276,Hyderabad,341,0,7.7,21,999
MX-0276,Chennai,83,0,6.1,14,999
MX-0276,Kolkata,44,0,2.5,7,999
MX-0276,Pune, 93 ,0,6.6,14,999
MX-0276,Ahmedabad,5,0,0.2,10,999
MX-0276,Jaipur,8,36,2.8,10,999
MX-0276,Lucknow,7,12,6.0,,999
MX-0276,Surat,133,0,3.3,21,999
MX-0276,Indore,42,0,1.6,14,999
MX-0276,Nagpur,65,0,7.4,5,999
MX-0276,Kochi,29,0,2.3,5,999
MX-0276,Chandigarh,172, 86 ,7.1,14,999
MX-0276,Bhopal,73,24,1.5,21,999
MX-0276,Patna, 13 ,0,2.8,7,999
MX-0276,Vadodara,9,0,0.7,14,999
MX-0276,Ludhiana,93,0,7.0,5,999
MX-0276,Agra,48,0,5.3,14,999
MX-0276,Nashik,21,0,1.8,7,999
MX-0276,Meerut,280,0,7.8,21,999
MX-0276,Rajkot,78,0,1.2,21,999
MX-0276,Varanasi,181,87,4.2,21,999
MX-0276,Amritsar,62,0,3.6,14,999
MX-0276,Noida,234,0,6.9,21,N/A
MX-0276,Gurugram,66,0,4.6,7,999
MX-0276,Coimbatore,131,0,2.2,21,999
MX-0276,Madurai,87,0,3.2,21,999
MX-0276,Guwahati,129,0,5.4,21,999
MX-0276,Mumbai City Mall,94,0,4.0,7,999
MX-0276,Delhi City Mall,19,8,1.4,5,999
MX-0276,Bengaluru City Mall,8,0,3.1,10,999
MX-0276,Hyderabad City Mall,318,0,7.1,21,999
MX-0276,Chennai City Mall, 103 ,0,5.5,7 days,999
,Kolkata City Mall,95,67,2.8,21,999
MX-0276,Pune City Mall, 19 ,0,0.8,10,999
MX-0276,Ahmedabad City Mall,118,0,6.7,14,999
MX-0276,Jaipur City Mall,40,0,6.7,14,999
MX-0276,Lucknow City Mall,278,166,6.9,21,999
MX-0276,Surat City Mall,47,0,5.1,5,999
MX-0276,Indore City Mall,118,0,3.4,14,999
MX-0276,Nagpur City Mall, 113 ,0,2.0,21,999
MX-0276,Kochi City Mall,116,0,6.6,7,999
MX-0276,Chandigarh City Mall,36,0,8.0,7,999
MX-0276,Bhopal City Mall,27,0,1.3,7,999
MX-0276,Patna City Mall,289,103,4.2,21,999
MX-0276,Vadodara City Mall,194,42,2.9,21,999
MX-0276,Ludhiana City Mall,129,0,5.5,14,999
MX-0276,Agra City Mall,416,0,7.1,21,999
MX-0277,Mumbai,20,0,2.7,5,499
MX-0277,Delhi,8,0,0.5,5,499
MX-0277,Bengaluru,36,0,2.2,10,499
MX-0277,Hyderabad,24,0,1.4,7,499
MX-0277,Chennai,173,79,5.7,14,499
MX-0277,Kolkata,65.5,0,2.3,10,499
MX-0277,Pune,4,5,1.5,5,499
MX-0277,Ahmedabad,4,0,3.5,5,499
MX-0277,Jaipur,16,-13,2.0,5,499
MX-0277,Lucknow,30,0,3.0,10,499
MX-0277,Surat, 47 ,0,2.4,14,499
MX-0277,Indore,9,69,2.4,21,499
MX-0277,Nagpur,42,0,1.3,14,499
MX-0277,Kochi,18,15,3.0,5,499
MX-0277,Chandigarh,3,0,0.2,5,499
MX-0277,Bhopal,21,0,1.0,7,499
MX-0277,Patna,10,0,0.6,7,499
MX-0277,Vadodara,7,6,0.9,7,499
MX-0277,Ludhiana,6,35,,21,499
MX-0277,Agra,305,0,4.5,21,499
MX-0277,Nashik,404,0,7.4,21,499
MX-0277,Meerut,92,0,4.0,10,499
MX-0277,Meerut,92,0,4.0,10,499
MX-0277,Rajkot,121,0,2.7,14,499
MX-0277,Varanasi,6,3,0.4,7,499
MX-0277,Amritsar,61,0,2.8,7,499
MX-0277,Noida,15,0,1.3,7,499
MX-0277,Gurugram,52,33,5.6,5,499
MX-0277,Coimbatore,147,0,3.5,14,499
MX-0277,Madurai,89,0,2.3,14,499
MX-0277,Guwahati,98,0,5.0,14,499
MX-0277,Mumbai City Mall,66,0,7.8,21,499
MX-0277,Delhi City Mall,133,111,6.4,21,499
MX-0277,Bengaluru City Mall,179,0,5.6,,499
MX-0277,Hyderabad City Mall,489,69,7.8,21,499
MX-0277,Chennai City Mall,13,0,1.7,5,N/A
MX-0277,Kolkata City Mall,2,27,1.5,14,499
MX-0277,Pune City Mall,71,0,3.4,7,499
MX-0277,Ahmedabad City Mall,174,0,3.7,21,499
MX-0277,Jaipur City Mall,(7),0,6.1,5,499
MX-0277,Lucknow City Mall,133,0,7.9,5,499
MX-0277,Surat City Mall,33,0,2.9,5,499
MX-0277,Indore City Mall,174,0,4.6,14,499
MX-0277,Nagpur City Mall,7,9,0.7,21,499
MX-0277,Kochi City Mall,78,0,7.3,10,499
MX-0277,Chandigarh City Mall, 66 ,0,5.0,14,499
MX-0277,Bhopal City Mall,85,0,7.4,10,499
MX-0277,Patna City Mall,473,139,6.9,21,499
MX-0277,Vadodara City Mall,39,0,4.0,21,499
MX-0277,Ludhiana City Mall,7,0,2.1,5,499
MX-0277,Agra City Mall,91,0,6.8,7,499
MX-0278,Mumbai,41,0,7.8,7,1999
MX-0278,Delhi,21,0,0.5,14,1999
MX-0278,Bengaluru,98,17,4.8,7,1999
MX-0278,Hyderabad,58,0,7.4,7,1999
MX-0278,Chennai,147,0,5.0,10,1999
MX-0278,Kolkata,48,33,6.3,10,1999
MX-0278,Pune,21,0,1.4,7,1999
MX-0278,Ahmedabad,21,13,3.1,10,1999
MX-0278,Jaipur,3.5,0,0.6,7,1999
MX-0278,Lucknow,75,46,7.1,7,1999
MX-0278,Surat,17,0,2.5,5,1999
MX-0278,Indore,23,0,3.6,5,1999
MX-0278,Nagpur,3,83,4.5,21,1999
MX-0278,Kochi,83,0,5.0,14 days,1999
MX-0278,Chandigarh,419,0,8.0,21,1999
MX-0278,Bhopal,26,0,5.9,5,1999
MX-0278,Patna,189,0,6.9,14,1999
MX-0278,Vadodara,97,0,3.5,10,1999
MX-0278,Ludhiana,14,0,0.3,14,1999
MX-0278,Agra,0,0,0.3,5,1999
MX-0278,Nashik,83,0,2.7,10,1999
MX-0278,Meerut, 26 ,24,2.7,10,1999
MX-0278,Rajkot,55,0,3.2,14,1999
MX-0278,Varanasi,88,55,6.0,7,1999
MX-0278,Amritsar,159,0,2.8,21,1999
MX-0278,Noida,25,19,3.2,7,1999
MX-0278,Gurugram,18,0,2.9,14,1999
MX-0278,Coimbatore,81,0,4.8,14,1999
MX-0278,Madurai,22,0,1.2,7,1999
MX-0278,Guwahati,30,-7,1.5,10,1999
MX-0278,Mumbai City Mall, 306 ,48,7.9,14,1999
MX-0278,Delhi City Mall,44,0,5.8,5,1999
MX-0278,Bengaluru City Mall,52,0,3.2,7,1999
MX-0278,Hyderabad City Mall, 34 ,0,4.9,7,1999
MX-0278,Chennai City Mall,427,0,6.6,21,1999
MX-0278,Kolkata City Mall,32,0,4.7,7,1999
,Pune City Mall,34,0,5.9,5,1999
MX-0278,Ahmedabad City Mall,36,0,4.5,14,1999
MX-0278,Jaipur City Mall,40,0,2.3,21,1999
MX-0278,Lucknow City Mall,8,0,2.7,7,1999
MX-0278,Surat City Mall,46,0,7.6,10,1999
MX-0278,Indore City Mall,40,8,1.3,14,1999
MX-0278,Nagpur City Mall,105,0,6.8,7,1999
MX-0278,Kochi City Mall,67,0,5.7,7,N/A
MX-0278,Chandigarh City Mall, 14 , 10 ,0.7,14,1999
MX-0278,Bhopal City Mall,39,0,7.3,5,1999
MX-0278,Patna City Mall,93,0,7.8,10,1999
MX-0278,Vadodara City Mall, 142 ,0,2.0,21,1999
MX-0278,Ludhiana City Mall, 17 ,11,0.7,14,1999
MX-0278,Agra City Mall, 108 , 65 ,3.5,14,1999
MX-0279,Mumbai,39,0,0.9,14,199
MX-0279,Delhi,5,2,,5,199
MX-0279,Bengaluru, 62 ,0,7.0,7,199
MX-0279,Hyderabad,248,0,5.2,21,199
MX-0279,Chennai,196,32,3.3,21,199
MX-0279,Kolkata,21,0,2.7,,199
MX-0279,Pune,7,0,0.3,14,199
MX-0279,Ahmedabad,4,0,0.3,14,199
MX-0279,Jaipur,236,83,5.3,14,199
MX-0279,Lucknow,316,0,6.4,21,199
MX-0279,Surat,2,0,2.3,10,199
MX-0279,Indore,11.5,0,0.3,14,199
MX-0279,Nagpur,75,0,6.0,5,199
MX-0279,Kochi,7,0,3.6,7,199
MX-0279,Chandigarh,24,0,2.0,7,199
MX-0279,Bhopal, 26 ,0,6.6,5,199
MX-0279,Patna,2,0,0.8,10,199
MX-0279,Vadodara,109,62,4.1,14,199
MX-0279,Ludhiana,14,0,7.1,10,199
MX-0279,Ludhiana,14,0,7.1,10,199
MX-0279,Agra,35,0,2.8,5,199
MX-0279,Nashik,98,0,2.1,14,199
MX-0279,Meerut,9,3,1.0,5,199
MX-0279,Rajkot,52,0,3.6,5,199
MX-0279,Varanasi,15,0,2.5,10,199
MX-0279,Amritsar,79,0,6.3,10,199
MX-0279,Noida,144,0,7.2,7,199
MX-0279,Gurugram, 365 ,0,5.3,21,199
MX-0279,Coimbatore,-3,0,5.8,21,199
MX-0279,Madurai,94,0,6.1,5,199
MX-0279,Guwahati,168,0,2.6,21,199
MX-0279,Mumbai City Mall,173,0,5.3,14,199
MX-0279,Delhi City Mall,56,13,2.8,10,199
MX-0279,Bengaluru City Mall,12,0,0.3,14,199
MX-0279,Hyderabad City Mall,2,0,5.5,7,199
MX-0279,Chennai City Mall,203,0,5.7,14,199
MX-0279,Kolkata City Mall,19,106,7.4,21,199
MX-0279,Pune City Mall,140,0,7.2,7,199
MX-0279,Ahmedabad City Mall,105,0,7.1,14,199
MX-0279,Jaipur City Mall,85,0,4.0,7,199
MX-0279,Lucknow City Mall,3,21,6.2,5,199
MX-0279,Surat City Mall,248,0,7.7,14,199
MX-0279,Indore City Mall,37,0,2.3,7,199
MX-0279,Nagpur City Mall,69,0,8.0,5 days,199
MX-0279,Kochi City Mall,115,0,3.6,10,199
MX-0279,Chandigarh City Mall,325,0,7.0,14,199
MX-0279,Bhopal City Mall,11,0,3.3,21,199
MX-0279,Patna City Mall,1,0,2.5,7,199
MX-0279,Vadodara City Mall,22,0,7.5,7,199
MX-0279,Ludhiana City Mall,124,40,2.8,14,199
MX-0279,Agra City Mall,186,0,3.4,21,199
MX-0280,Mumbai,6,-11,0.6,5,1999
MX-0280,Delhi,31,0,7.0,21,1999
MX-0280,Bengaluru,95,24,3.2,10,N/A
MX-0280,Hyderabad,63,0,5.3,5,1999
MX-0280,Chennai,127,0,2.8,21,1999
MX-0280,Kolkata,45,0,2.1,21,1999
MX-0280,Pune,453,183,7.1,21,1999
MX-0280,Ahmedabad,27,29,3.3,7,1999
MX-0280,Jaipur, 24 ,20,1.6,14,1999
MX-0280,Lucknow,96,0,5.0,14,1999
MX-0280,Surat,32, 48 ,7.3,5,1999
MX-0280,Indore,50, 89 ,7.4,14,1999
MX-0280,Nagpur, 95 ,0,1.6,21,1999
MX-0280,Kochi,56,0,2.7,7,1999
MX-0280,Chandigarh,155.5,0,2.9,21,1999
MX-0280,Bhopal,307,0,7.1,14,1999
MX-0280,Patna,26,8,1.8,5,1999
MX-0280,Vadodara,7,0,4.7,10,1999
MX-0280,Ludhiana,61,0,1.3,14,1999
MX-0280,Agra,194,0,4.2,21,1999
MX-0280,Nashik,6,0,3.2,14,1999
MX-0280,Meerut,34,0,0.8,21,1999
MX-0280,Rajkot,36,108,4.9,21,1999
MX-0280,Varanasi,41,0,1.3,10,1999
MX-0280,Amritsar,4,0,5.3,14,1999
MX-0280,Noida,221,131,6.9,14,1999
MX-0280,Gurugram,104,0,8.0,5,1999
MX-0280,Coimbatore,196,0,6.6,10,1999
MX-0280,Madurai,5,0,3.1,,1999
MX-0280,Guwahati,59,52,3.6,14,1999
MX-0280,Mumbai City Mall,45,20,1.5,10,1999
MX-0280,Delhi City Mall,64,157,7.7,21,1999
MX-0280,Bengaluru City Mall,68,0,7.4,10,1999
MX-0280,Hyderabad City Mall,39,0,1.6,14,1999
MX-0280,Chennai City Mall,27,0,,14,1999
MX-0280,Kolkata City Mall,4,2,0.3,5,1999
MX-0280,Pune City Mall,213,83,6.2,14,1999
,Ahmedabad City Mall,74,34,2.7,10,1999
MX-0280,Jaipur City Mall,235,0,7.8,10,1999
MX-0280,Lucknow City Mall,147,0,6.1,10,1999
MX-0280,Surat City Mall,1,1,0.3,10,1999
MX-0280,Indore City Mall,53, 14 ,3.5,10,1999
MX-0280,Nagpur City Mall,115,0,7.5,5,1999
MX-0280,Kochi City Mall,69,0,2.8,10,1999
MX-0280,Chandigarh City Mall,72,0,7.6,7,1999
MX-0280,Bhopal City Mall,121,0,3.8,14,1999
MX-0280,Patna City Mall,87,83,5.0,14,1999
MX-0280,Vadodara City Mall,419,0,7.0,21,1999
MX-0280,Ludhiana City Mall,13,0,2.2,10,1999
MX-0280,Agra City Mall,72,27,4.1,10,1999
MX-0281,Mumbai,42, 13 ,2.5,7,499
MX-0281,Delhi,120,0,5.5,10,499
MX-0281,Bengaluru,80,0,4.7,10,499
MX-0281,Hyderabad,86,0,6.8,7,499
MX-0281,Chennai,17,0,0.3,21,499
MX-0281,Kolkata,102,0,4.7,21,499
MX-0281,Pune,35,0,6.1,14,499
MX-0281,Ahmedabad,89,0,3.6,14,499
MX-0281,Jaipur,39,34,4.0,7,499
MX-0281,Lucknow,131,0,2.3,21,499
MX-0281,Surat,23,0,0.7,14,499
MX-0281,Indore,18,0,6.6,14,N/A
MX-0281,Nagpur,24,0,6.3,5,499
MX-0281,Kochi,78,0,3.0,14,499
MX-0281,Chandigarh,22,24,4.5,5,499
MX-0281,Bhopal,64,0,6.4,21,499
MX-0281,Bhopal,64,0,6.4,21,499
