ISBN/SKU,store,closing_qty,on_order,sales_per_day,leadtime,mrp
BK-0107,Pune,10,0,0.4,15,99
BK-0107,Ahmedabad,23,8,0.7,15,Rs. 99
BK-0107,Jaipur,0,0,0.0,9,₹99
BK-0107,Lucknow,30,0,0.8,15,99
BK-0108,Mumbai, 0 ,0,0.0,6,149
BK-0108,Delhi,0,0,0.3,9,149.00
BK-0108,Bengaluru,12,14,0.8,15,₹149
BK-0108,Hyderabad,0,0,0.0,9,149
BK-0108,Chennai,1,0,0.1,6,149.00
BK-0108,Kolkata,0,0,0.0,15,149
BK-0108,Pune,0,0,0.1,6,149
BK-0108,Ahmedabad,15,0,0.9,15,Rs. 149
BK-0108,Jaipur,1,0,0.5,6,149.00
BK-0108,Lucknow,0,0,0.0,15,₹149
BK-0109,Mumbai,3,0,0.5,9,₹149
BK-0109,Delhi, 11 ,0,0.7,9,₹149
BK-0109,Bengaluru,2,0,0.4,9,149.00
BK-0109,Hyderabad,5,0,0.8,6,₹149
BK-0109,Chennai,7,0,0.4,15,₹149
BK-0109,Kolkata,12.5,0,0.6,15,₹149
BK-0109,Pune, 6 ,0,0.5,6,149
BK-0109,Ahmedabad,0,0,0.0,6,₹149
BK-0109,Jaipur,10,0,0.6,15,₹149
BK-0109,Lucknow, 3 ,0,0.2,15,₹149
BK-0110,Mumbai,27,0,0.9,9,N/A
BK-0110,Delhi,21,7,0.8,9,₹249
BK-0110,Bengaluru,2,0,0.1,9,249.00
BK-0110,Hyderabad,0,0,0.1,15,Rs. 249
BK-0110,Chennai,28,0,0.7,15,₹249
BK-0110,Kolkata,3,0,0.2,15,₹249
BK-0110,Pune,8,0,0.3,15,Rs. 249
BK-0110,Ahmedabad,11,0,0.9,6,249
BK-0110,Jaipur,29,12,0.7,15,₹249
BK-0110,Lucknow,6,-20,0.6,9,Rs. 249
BK-0111,Mumbai,6,0,0.6,6,₹149
BK-0111,Delhi, 8 ,0,0.7,9,Rs. 149
BK-0111,Bengaluru,9,0,0.6,9,₹149
BK-0111,Hyderabad,0,0,0.1,6,Rs. 149
BK-0111,Chennai,1,0,0.2,6,149
BK-0111,Kolkata, 17 ,0,0.8,9,149.00
BK-0111,Pune,0,0,0.0,9,₹149
BK-0111,Ahmedabad,2,0,0.2,9,149
BK-0111,Jaipur,15,0,0.4,15,149
BK-0111,Lucknow,9,0,0.6,6,Rs. 149
BK-0112,Mumbai,12,2,0.9,6,99.00
BK-0112,Delhi,-3,0,0.0,9,99.00
BK-0112,Bengaluru,7,3,0.3,9,99
BK-0112,Hyderabad,11,8,0.5,15,₹99
BK-0112,Chennai,1,1,0.1,15,99
BK-0112,Chennai,1,1,0.1,15,99
BK-0112,Kolkata,10,7,0.7,9,99
BK-0112,Pune,9,0,0.2,15,99
BK-0112,Ahmedabad,17,0,0.7,15,₹99
BK-0112,Jaipur,12,0,0.5,9,99
BK-0112,Lucknow,16,0,,9,Rs. 99
BK-0113,Mumbai,5,0,0.2,9,₹149
BK-0113,Delhi,24,0,0.5,15,₹149
BK-0113,Bengaluru,4,0,0.2,9,149
BK-0113,Hyderabad,7,0,0.5,9,₹149
BK-0113,Chennai,14, 7 ,0.6,9,149
BK-0113,Kolkata,1,0,0.8,6,149
BK-0113,Pune,2,0,0.4,6,149
BK-0113,Ahmedabad,3,1,0.4,6,149
BK-0113,Jaipur,2,0,0.7,9,Rs. 149
BK-0113,Lucknow,4,0,0.2,9,Rs. 149
BK-0114,Mumbai,0,4,0.4,,149.00
BK-0114,Delhi, 16 ,0,0.6,9,₹149
BK-0114,Bengaluru,13,0,0.5,9,149
BK-0114,Hyderabad,1,4,0.6,6,149
BK-0114,Chennai,9,3,0.6,6,₹149
BK-0114,Kolkata,1,0,0.7,9,₹149
BK-0114,Pune,4,0,0.8,9,₹149
BK-0114,Ahmedabad,5,0,0.9,15,149
BK-0114,Jaipur,1.5,0,0.2,6,₹149
BK-0114,Lucknow,0,0,0.1,9,149
BK-0115,Mumbai,19,7,0.8,9,₹149
BK-0115,Delhi,8,0,0.3,9,149.00
BK-0115,Bengaluru,5,0,0.5,6,₹149
BK-0115,Hyderabad,7,0,0.3,9,149
BK-0115,Chennai,2,0,0.4,9 days,149
BK-0115,Kolkata,0,0,0.0,15,149
BK-0115,Pune,8, 3 ,0.8,9,₹149
BK-0115,Ahmedabad,6,0,0.8,9,149
BK-0115,Jaipur,29,9,0.6,15,149
BK-0115,Lucknow,11,0,0.8,6,N/A
BK-0116,Mumbai,39,7,0.8,15,Rs. 99
BK-0116,Delhi,4,0,0.7,6,₹99
BK-0116,Bengaluru,8,0,0.4,15,99
BK-0116,Hyderabad, 0 ,0,0.0,9,₹99
BK-0116,Chennai,1,0,0.2,6,Rs. 99
BK-0116,Kolkata,1,1,0.3,6,99
BK-0116,Pune,7,9,0.5,15,₹99
BK-0116,Ahmedabad,9,1,0.3,9,₹99
BK-0116,Jaipur,18,0,0.8,9,Rs. 99
BK-0116,Lucknow,8,0,0.3,15,₹99
,Mumbai,0,0,0.0,15,99
BK-0117,Delhi,0,0,0.5,9,₹99
BK-0117,Bengaluru,0,0,0.5,6,Rs. 99
BK-0117,Hyderabad,2,0,0.2,6,99
BK-0117,Chennai,0,0,0.7,9,99.00
BK-0117,Kolkata,1,1,0.2,6,99
BK-0117,Pune,1,0,0.2,15,99
BK-0117,Ahmedabad,18,0,0.9,6,₹99
BK-0117,Jaipur,8,0,0.7,9,₹99
BK-0117,Lucknow,27,13,0.9,15,Rs. 99
BK-0118,Mumbai,0,-7,0.0,6,149
BK-0118,Delhi,0,0,0.0,9,149
BK-0118,Bengaluru, 9 ,0,0.5,9,₹149
BK-0118,Hyderabad,1,0,0.4,6,149
BK-0118,Chennai,6,2,0.3,15,₹149
BK-0118,Kolkata,32,0,0.7,15,149.00
BK-0118,Pune,11,0,0.4,9,₹149
BK-0118,Ahmedabad,6,0,0.6,9,Rs. 149
BK-0118,Jaipur,2,4,0.7,9,₹149
BK-0118,Lucknow,0,0,0.0,15,149
BK-0119,Mumbai,2,0,0.6,6,Rs. 599
BK-0119,Delhi,0,0,0.0,9,599
BK-0119,Bengaluru,2,0,0.7,6,599.00
BK-0119,Hyderabad,0,0,0.7,6,Rs. 599
BK-0119,Chennai,11,0,0.8,6,Rs. 599
BK-0119,Kolkata,3,0,0.6,6,599
BK-0119,Pune,0,0,0.2,6,599
BK-0119,Ahmedabad,1,3,0.4,6,₹599
BK-0119,Jaipur,4,0,0.1,15,599
BK-0119,Lucknow,2,3,0.7,6,599
BK-0120,Mumbai,16,0,0.6,9,399
BK-0120,Delhi,14.5,0,0.6,9,399
BK-0120,Bengaluru,2,0,0.2,9,399.00
BK-0120,Hyderabad,4,2,0.3,6,399
BK-0120,Chennai,0,0,0.0,15,₹399
BK-0120,Kolkata, 4 ,1,0.4,6,399
BK-0120,Pune,1,1,0.2,15,399
BK-0120,Ahmedabad,3,0,0.3,6,399
BK-0120,Jaipur,12,0,0.4,15,399
BK-0120,Lucknow,0,0,0.0,15,399
BK-0121,Mumbai,-2,0,0.4,6,₹599
BK-0121,Delhi,14,7,0.4,15,599
BK-0121,Bengaluru,0,0,,6,599.00
BK-0121,Hyderabad,0,0,0.0,,599
BK-0121,Chennai,2,0,0.2,6,599.00
BK-0121,Kolkata,5,0,0.3,15,599.00
BK-0121,Pune,0,0,0.7,6,599
BK-0121,Ahmedabad,9,0,0.8,6,599
BK-0121,Jaipur,2,0,0.4,6,N/A
BK-0121,Lucknow,2,0,0.2,15,599.00
BK-0122,Mumbai,6,0,0.8,6,599
BK-0122,Delhi,3,3,0.4,6,₹599
BK-0122,Delhi,3,3,0.4,6,₹599
BK-0122,Bengaluru,13,0,0.7,6,599
BK-0122,Hyderabad,1,0,0.1,6,Rs. 599
BK-0122,Chennai,0,0,0.0,9,599
BK-0122,Kolkata,4,4,0.4,9,599
BK-0122,Pune,1,0,0.1,15,599
BK-0122,Ahmedabad,23,0,0.6,15,599.00
BK-0122,Jaipur,5,0,0.8,15,599
BK-0122,Lucknow,5,0,0.3,6,₹599
BK-0123,Mumbai,3,7,0.5,15,399
BK-0123,Delhi,0,2,0.7,6,399.00
BK-0123,Bengaluru,0,0,0.1,15,₹399
BK-0123,Hyderabad,5,0,0.2,15 days,399
BK-0123,Chennai,3,0,0.4,9,399
BK-0123,Kolkata,0,0,0.1,9,399
BK-0123,Pune, 20 ,0,0.8,15,399
BK-0123,Ahmedabad, 1 ,3,0.2,15,Rs. 399
BK-0123,Jaipur,5,0,0.5,6,399
BK-0123,Lucknow,2,0,0.1,9,₹399
BK-0124,Mumbai,7,0,0.6,6,Rs. 399
BK-0124,Delhi, 8 ,0,0.8,6,399.00
BK-0124,Bengaluru, 14 ,0,0.8,9,₹399
BK-0124,Hyderabad,10,0,0.8,6,399.00
BK-0124,Chennai,0,0,0.6,9,399
BK-0124,Kolkata,6,2,0.5,6,399
BK-0124,Pune,15,0,0.8,15,Rs. 399
BK-0124,Ahmedabad,22,0,0.5,15,Rs. 399
BK-0124,Jaipur, 1 ,2,0.1,15,399
BK-0124,Lucknow,6,0,0.2,15,Rs. 399
BK-0125,Mumbai,5,0,0.6,6,Rs. 599
BK-0125,Delhi,7,-5,0.8,6,599
BK-0125,Bengaluru,5,0,0.7,9,599
BK-0125,Hyderabad,0,0,0.1,9,₹599
BK-0125,Chennai,18.5,0,0.5,15,599.00
BK-0125,Kolkata,2,0,0.5,9,599
BK-0125,Pune,3,0,0.2,6,599
BK-0125,Ahmedabad,9,0,0.5,15,599
BK-0125,Jaipur,13,5,0.8,9,599
BK-0125,Lucknow,37,0,0.8,15,599.00
BK-0126,Mumbai,10,0,0.4,9,₹249
BK-0126,Delhi,3,0,0.7,6,249
BK-0126,Bengaluru,3,0,0.5,6,₹249
BK-0126,Hyderabad,0,0,0.1,9,249
BK-0126,Chennai,20,0,0.7,9,249
BK-0126,Kolkata,0,0,0.3,6,₹249
BK-0126,Pune,5,4,0.7,6,249
BK-0126,Ahmedabad,0,0,0.0,6,249.00
BK-0126,Jaipur,29,0,0.7,15,₹249
BK-0126,Lucknow,3,0,0.1,15,₹249
BK-0127,Mumbai,1,0,0.2,6,Rs. 599
,Delhi,3,6,0.6,15,599
BK-0127,Bengaluru,29,5,0.9,15,599
BK-0127,Hyderabad,12,0,0.6,9,₹599
BK-0127,Chennai,4,0,0.6,15,599
BK-0127,Kolkata,8,0,0.7,6,599
BK-0127,Pune,4,0,0.1,15,₹599
BK-0127,Ahmedabad,7,0,0.7,15,N/A
BK-0127,Jaipur,2,0,0.6,9,599
BK-0127,Lucknow,2,1,0.6,6,599
BK-0128,Mumbai,7,0,0.6,9,99.00
BK-0128,Delhi,7,0,0.5,15,99
BK-0128,Bengaluru,6,0,0.9,6,99
BK-0128,Hyderabad,0,0,0.0,9,99
BK-0128,Chennai,6,2,0.7,6,₹99
BK-0128,Kolkata,10,0,0.7,6,99
BK-0128,Pune,0,0,0.1,,Rs. 99
BK-0128,Ahmedabad,4,0,0.2,9,99
BK-0128,Jaipur,22,0,0.6,15,₹99
BK-0128,Lucknow,1,0,0.1,15,99.00
BK-0129,Mumbai, 2 ,3,0.4,15,₹399
BK-0129,Delhi,8,0,0.5,9,Rs. 399
BK-0129,Bengaluru,7,2,0.2,15,399
BK-0129,Hyderabad,9,0,0.8,15,399
BK-0129,Chennai, 5 ,0,0.4,6,₹399
BK-0129,Kolkata,7,0,,15,399
BK-0129,Pune,0,0,0.0,9,₹399
BK-0129,Ahmedabad,10,5,0.7,6,399
BK-0129,Jaipur,6,0,0.7,6,₹399
BK-0129,Lucknow,(7),0,0.4,6,₹399
BK-0130,Mumbai,2,0,0.2,6,599.00
BK-0130,Delhi,2,0,0.4,9,599
BK-0130,Bengaluru, 12 ,0,0.7,15,599.00
BK-0130,Hyderabad,0,0,0.2,9,₹599
BK-0130,Chennai,0,0,0.0,9,₹599
BK-0130,Kolkata,12,0,0.6,9,Rs. 599
BK-0130,Pune,0,0,0.0,15,₹599
BK-0130,Ahmedabad,19.5,0,0.7,15,₹599
BK-0130,Jaipur, 1 ,2,0.2,15,₹599
BK-0130,Lucknow,14,4,0.5,15,₹599
BK-0131,Mumbai,2,0,0.6,6,399
BK-0131,Delhi,2,0,0.1,15,399
BK-0131,Bengaluru,16,0,0.9,6 days,399
BK-0131,Hyderabad,3,0,0.6,6,399.00
BK-0131,Chennai,16,6,0.4,15,399.00
BK-0131,Kolkata,28,0,0.6,15,₹399
BK-0131,Pune,1,0,0.8,15,399.00
BK-0131,Ahmedabad,3,2,0.3,9,399
BK-0131,Jaipur,13,3,0.6,9,Rs. 399
BK-0131,Jaipur,13,3,0.6,9,Rs. 399
BK-0131,Lucknow,9,0,0.9,9,399
BK-0132,Mumbai,27,0,0.8,15,249
BK-0132,Delhi,4,0,0.2,9,249
BK-0132,Bengaluru, 13 ,-18,0.9,6,Rs. 249
BK-0132,Hyderabad, 0 ,4,0.7,6,249
BK-0132,Chennai,8,0,0.4,9,249
BK-0132,Kolkata,20,6,0.8,15,249.00
BK-0132,Pune,3,0,0.6,9,249
BK-0132,Ahmedabad,7,0,0.5,9,249
BK-0132,Jaipur,3,0,0.3,6,249
BK-0132,Lucknow,5,7,0.7,9,249
BK-0133,Mumbai, 1 ,0,0.1,6,599
BK-0133,Delhi,0,0,0.2,9,₹599
BK-0133,Bengaluru,10,0,0.7,6,599
BK-0133,Hyderabad,4,0,0.6,9,599
BK-0133,Chennai,5,0,0.4,6,₹599
BK-0133,Kolkata, 11 ,4,0.8,9,599
BK-0133,Pune,2,0,0.1,15,N/A
BK-0133,Ahmedabad,8,3,0.2,15,599
BK-0133,Jaipur,2,0,0.7,9,₹599
BK-0133,Lucknow,8,0,0.5,6,599
BK-0134,Mumbai,7,0,0.3,9,249
BK-0134,Delhi,4,2,0.1,15,Rs. 249
BK-0134,Bengaluru,19,0,0.8,15,249
BK-0134,Hyderabad,39,0,0.9,15,249
BK-0134,Chennai,21,0,0.7,15,249
BK-0134,Kolkata,0,3,0.7,9,Rs. 249
BK-0134,Pune,12,0,0.6,15,249
BK-0134,Ahmedabad,2,0,0.2,6,₹249
BK-0134,Jaipur,1,0,0.1,9,₹249
BK-0134,Lucknow,11,2,0.4,9,249.00
BK-0135,Mumbai,14,2,0.7,6,₹249
BK-0135,Delhi,0,0,0.0,6,249
BK-0135,Bengaluru,8,0,0.8,15,₹249
BK-0135,Hyderabad,17,0,0.8,15,249
BK-0135,Chennai,3,2,0.4,6,₹249
BK-0135,Kolkata,7,0,0.2,15,₹249
BK-0135,Pune,3,1,0.2,9,249
BK-0135,Ahmedabad,4,0,0.4,6,249
BK-0135,Jaipur,7,0,0.5,9,249
BK-0135,Lucknow,4,0,0.4,,Rs. 249
BK-0136,Mumbai,1.5,0,0.2,6,Rs. 399
BK-0136,Delhi,10,4,0.8,9,Rs. 399
BK-0136,Bengaluru,4,0,0.9,9,₹399
BK-0136,Hyderabad,0,0,0.4,6,399
BK-0136,Chennai,0,0,0.0,9,₹399
BK-0136,Kolkata,7,0,0.4,9,399
BK-0136,Pune,1,0,0.1,6,399
BK-0136,Ahmedabad,13,0,0.5,15,Rs. 399
BK-0136,Jaipur, 6 ,0,0.3,15,₹399
BK-0136,Lucknow,11,0,0.7,6,₹399
BK-0137,Mumbai,4,0,0.8,9,149.00
BK-0137,Delhi,0,0,0.4,9,149
,Bengaluru,0,0,0.9,15,149
BK-0137,Hyderabad,1,0,0.1,6,149
BK-0137,Chennai,0,0,0.0,9,Rs. 149
BK-0137,Kolkata,4,0,0.2,9,₹149
BK-0137,Pune,9,5,0.5,15,149.00
BK-0137,Ahmedabad,22,0,0.8,9,149.00
BK-0137,Jaipur,0,7,,15,149
BK-0137,Lucknow,4,0,0.1,15,149.00
BK-0138,Mumbai,21,0,0.7,15,₹99
BK-0138,Delhi,0,0,0.0,9,99
BK-0138,Bengaluru,0,0,0.0,15,₹99
BK-0138,Hyderabad,0,0,0.4,6,₹99
BK-0138,Chennai,7,0,0.5,6,₹99
BK-0138,Kolkata,0,0,0.2,6,₹99
BK-0138,Pune,17,0,0.8,9,₹99
BK-0138,Ahmedabad,0,0,0.8,15,99
BK-0138,Jaipur,-1,0,0.0,6,99.00
BK-0138,Lucknow,11,0,0.6,6,Rs. 99
BK-0139,Mumbai, 1 ,0,0.1,6,599
BK-0139,Delhi,3,0,0.1,15 days,599.00
BK-0139,Bengaluru,0,1,0.1,15,599.00
BK-0139,Hyderabad,1,-12,0.6,9,₹599
BK-0139,Chennai,4,3,0.6,9,599
BK-0139,Kolkata,4,1,0.3,6,N/A
BK-0139,Pune,23,0,0.7,15,599
BK-0139,Ahmedabad,20,10,0.6,15,₹599
BK-0139,Jaipur,21,0,0.9,9,599.00
BK-0139,Lucknow,11,0,0.8,6,599
BK-0140,Mumbai,11,0,0.6,9,399
BK-0140,Delhi, 16 ,0,0.6,15,₹399
BK-0140,Bengaluru,3,0,0.6,6,399
BK-0140,Hyderabad,1,0,0.1,6,399
BK-0140,Chennai,1,0,0.8,9,₹399
BK-0140,Kolkata,1,0,0.1,6,399
BK-0140,Pune,3,9,0.5,15,399
BK-0140,Ahmedabad,18,0,0.4,15,399
BK-0140,Jaipur,8,3,0.2,15,₹399
BK-0140,Lucknow,9,0,0.3,15,399
BK-0141,Mumbai,4,0,0.2,9,99
BK-0141,Delhi,5,0,0.3,6,99
BK-0141,Bengaluru,28,0,0.8,15,99
BK-0141,Hyderabad,1.5,0,0.2,6,99
BK-0141,Chennai,7,0,0.2,15,99
BK-0141,Kolkata,1,0,0.5,6,99.00
BK-0141,Kolkata,1,0,0.5,6,99.00
BK-0141,Pune,11,0,0.7,6,99
BK-0141,Ahmedabad,10,0,0.9,9,99.00
BK-0141,Jaipur,4,0,0.1,15,99.00
BK-0141,Lucknow,5,4,0.3,15,₹99
BK-0142,Mumbai,11,0,0.7,15,99
BK-0142,Delhi,15,3,0.6,9,99.00
BK-0142,Bengaluru,3,0,0.2,6,Rs. 99
BK-0142,Hyderabad,5,0,0.7,6,99
BK-0142,Chennai,6,0,0.8,6,₹99
BK-0142,Kolkata,0,0,0.1,9,₹99
BK-0142,Pune,0,0,0.5,6,Rs. 99
BK-0142,Ahmedabad,15,9,0.8,9,₹99
BK-0142,Jaipur,3,0,0.3,6,99
BK-0142,Lucknow,8,0,0.3,15,99
BK-0143,Mumbai,0,0,0.0,6,₹99
BK-0143,Delhi,12,0,0.5,9,₹99
BK-0143,Bengaluru,8,1,0.5,,99
BK-0143,Hyderabad,1,0,0.8,15,99
BK-0143,Chennai,4,0,0.1,15,99
BK-0143,Kolkata,6,0,0.5,6,99
BK-0143,Pune,1,0,0.4,9,₹99
BK-0143,Ahmedabad, 5 ,0,0.7,9,Rs. 99
BK-0143,Jaipur,4,0,0.4,6,₹99
BK-0143,Lucknow,2,0,0.8,9,99
BK-0144,Mumbai,2,2,0.1,15,149
BK-0144,Delhi,0,0,0.2,6,149
BK-0144,Bengaluru,2,0,0.6,9,149
BK-0144,Hyderabad,6,0,0.3,15,149.00
BK-0144,Chennai,20,0,0.6,15,149.00
BK-0144,Kolkata,4,1,0.3,6,₹149
BK-0144,Pune,2,1,0.2,15,₹149
BK-0144,Ahmedabad,8,0,0.7,9,Rs. 149
BK-0144,Jaipur,7,10,0.7,15,₹149
BK-0144,Lucknow,1,0,0.1,15,149
BK-0145,Mumbai,0,4,0.6,6,Rs. 99
BK-0145,Delhi,1,0,0.4,6,99.00
BK-0145,Bengaluru,13,5,0.9,6,₹99
BK-0145,Hyderabad,12,12,0.8,15,99
BK-0145,Chennai,5,0,0.6,15,N/A
BK-0145,Kolkata, 6 ,0,0.2,15,99
BK-0145,Pune,1,0,0.3,6,₹99
BK-0145,Ahmedabad,1,0,0.4,9,99
BK-0145,Jaipur,9,0,0.5,6,Rs. 99
BK-0145,Lucknow,5,0,0.4,6,99.00
BK-0146,Mumbai,19,0,0.7,9,99.00
BK-0146,Delhi,2,0,,9,₹99
BK-0146,Bengaluru,1,0,0.2,6,₹99
BK-0146,Hyderabad,21,6,0.7,15,99
BK-0146,Chennai,6,-18,0.9,6,₹99
BK-0146,Kolkata,20,0,0.7,15,99
BK-0146,Pune,7.5,0,0.4,6,99
BK-0146,Ahmedabad,3,0,0.4,6,99
BK-0146,Jaipur,14,0,0.9,6,99
BK-0146,Lucknow,6,0,0.7,6,Rs. 99
BK-0147,Mumbai,13,0,0.9,15 days,Rs. 99
BK-0147,Delhi,0,0,0.0,9,99
BK-0147,Bengaluru,1,0,0.1,9,99
,Hyderabad,3,3,0.4,9,₹99
BK-0147,Chennai,24,0,0.8,15,Rs. 99
BK-0147,Kolkata,2,0,0.8,6,Rs. 99
BK-0147,Pune,6,0,0.5,9,99
BK-0147,Ahmedabad,(9),0,0.1,15,99
BK-0147,Jaipur,12,0,0.9,9,₹99
BK-0147,Lucknow,4,0,0.6,6,99.00
BK-0148,Mumbai, 2 ,3,0.2,15,599
BK-0148,Delhi,10,0,0.7,9,599
BK-0148,Bengaluru,7,0,0.7,6,599
BK-0148,Hyderabad,13,0,0.7,9,599
BK-0148,Chennai,0,0,0.1,15,599
BK-0148,Kolkata,8,0,0.4,9,Rs. 599
BK-0148,Pune,14,2,0.8,6,599
BK-0148,Ahmedabad,28,13,0.7,15,599
BK-0148,Jaipur,4,0,0.3,9,599
BK-0148,Lucknow,1,1,0.1,15,Rs. 599
BK-0149,Mumbai,1,0,0.3,9,149
BK-0149,Delhi,8,0,0.6,15,149.00
BK-0149,Bengaluru,17,6,0.7,15,149
BK-0149,Hyderabad,8,1,0.7,6,₹149
BK-0149,Chennai,2,0,0.1,9,149
BK-0149,Kolkata,3,7,0.9,6,₹149
BK-0149,Pune,3,1,0.4,6,149
BK-0149,Ahmedabad,18, 6 ,0.8,9,₹149
BK-0149,Jaipur,0,0,0.6,6,₹149
BK-0149,Lucknow,18,4,0.7,9,149.00
BK-0150,Mumbai,2,0,0.9,6,₹99
BK-0150,Delhi,3,0,0.1,15,Rs. 99
BK-0150,Bengaluru,6,0,0.3,9,Rs. 99
BK-0150,Hyderabad,2,0,0.5,9,₹99
BK-0150,Chennai,7,1,0.5,6,₹99
BK-0150,Kolkata,7,0,0.5,,99
BK-0150,Pune,7,3,0.4,9,99
BK-0150,Ahmedabad,10,0,0.7,6,99
BK-0150,Jaipur,16,0,0.5,15,₹99
BK-0150,Lucknow,3,6,0.6,9,99
BK-0151,Mumbai,11,3,0.3,15,Rs. 399
BK-0151,Delhi,13,4,0.5,9,₹399
BK-0151,Bengaluru,4,0,0.5,6,399
BK-0151,Bengaluru,4,0,0.5,6,399
BK-0151,Hyderabad,1,0,0.6,15,N/A
BK-0151,Chennai,12,0,0.6,6,399
BK-0151,Kolkata,1,0,0.2,6,399.00
BK-0151,Pune,3,0,0.3,9,399.00
BK-0151,Ahmedabad,21,0,0.7,9,399
BK-0151,Jaipur,22,0,0.9,9,399
BK-0151,Lucknow,6.5,0,0.5,6,₹399
BK-0152,Mumbai,3,0,0.1,15,149
BK-0152,Delhi,3,0,0.2,9,149
BK-0152,Bengaluru,0,0,0.1,9,149.00
BK-0152,Hyderabad,1,0,0.2,9,149.00
BK-0152,Chennai,6,5,0.9,6,149
BK-0152,Kolkata,4,0,0.1,15,₹149
BK-0152,Pune,14,0,0.8,9,149
BK-0152,Ahmedabad,6,6,0.4,15,₹149
BK-0152,Jaipur,9,0,0.7,6,Rs. 149
BK-0152,Lucknow,0,0,0.1,6,149.00
BK-0153,Mumbai,0,0,0.0,9,99
BK-0153,Delhi,3,0,0.7,6,99
BK-0153,Bengaluru,0,0,0.6,6,99
BK-0153,Hyderabad,5,0,0.5,6,99
BK-0153,Chennai,2,0,0.2,6,99.00
BK-0153,Kolkata,25,-1,0.8,15,99
BK-0153,Pune,16,0,0.6,15,₹99
BK-0153,Ahmedabad,6,0,0.9,9,99.00
BK-0153,Jaipur,9,0,0.4,15,Rs. 99
BK-0153,Lucknow,9,6,0.8,6,99.00
BK-0154,Mumbai,13,0,0.5,15,399
BK-0154,Delhi,15,0,0.6,9,399
BK-0154,Bengaluru,5,0,0.6,15,399
BK-0154,Hyderabad,3,0,0.6,9,399
BK-0154,Chennai,1,0,,15,399
BK-0154,Kolkata,4,0,0.6,6,Rs. 399
BK-0154,Pune,4,2,0.2,9,₹399
BK-0154,Ahmedabad,6,7,0.7,15,₹399
BK-0154,Jaipur,1,0,0.1,15,399
BK-0154,Lucknow,0,0,0.0,6 days,399
BK-0155,Mumbai,0,0,0.2,6,249
BK-0155,Delhi,9,0,0.6,6,249
BK-0155,Bengaluru,8,0,0.5,9,249
BK-0155,Hyderabad,6,0,0.3,9,249
BK-0155,Chennai,15,0,0.8,6,249
BK-0155,Kolkata,10,0,0.4,9,249.00
BK-0155,Pune,6,0,0.6,6,249
BK-0155,Ahmedabad,11,0,0.5,9,249.00
BK-0155,Jaipur,23,0,0.5,15,249
BK-0155,Lucknow,12,0,0.8,6,249.00
BK-0156,Mumbai,0,2,0.2,9,Rs. 399
BK-0156,Delhi,0,0,0.4,9,399
BK-0156,Bengaluru,3,0,0.3,9,399
BK-0156,Hyderabad, 6 ,0,0.2,15,Rs. 399
BK-0156,Chennai,18,0,0.9,15,₹399
BK-0156,Kolkata,8,4,0.5,9,399
BK-0156,Pune,-6,1,0.2,15,₹399
BK-0156,Ahmedabad,0,0,0.5,9,399
BK-0156,Jaipur,1,0,0.1,6,399
BK-0156,Lucknow, 0 ,0,0.0,6,399.00
BK-0157,Mumbai,5,0,0.1,15,399
BK-0157,Delhi,4,2,0.4,6,₹399
BK-0157,Bengaluru,22.5,7,0.6,15,N/A
BK-0157,Hyderabad,7,0,0.8,9,399.00
,Chennai,4,4,0.8,9,Rs. 399
BK-0157,Kolkata,8,0,0.4,9,399
BK-0157,Pune,11,0,0.3,15,399
BK-0157,Ahmedabad,2,0,0.4,9,Rs. 399
BK-0157,Jaipur,3,0,0.7,,399.00
BK-0157,Lucknow,2,0,0.2,6,399
BK-0158,Mumbai,0,0,0.5,6,599
BK-0158,Delhi,16,0,0.7,15,599
BK-0158,Bengaluru,9,0,0.5,9,599
BK-0158,Hyderabad,7,0,0.8,6,Rs. 599
BK-0158,Chennai, 9 ,2,0.7,6,599.00
BK-0158,Kolkata,12,0,0.6,6,Rs. 599
BK-0158,Pune,4,1,0.1,15,₹599
BK-0158,Ahmedabad,18,0,0.7,9,599
BK-0158,Jaipur,7,0,0.5,9,599
BK-0158,Lucknow,1,0,0.1,6,₹599
BK-0159,Mumbai, 21 ,0,0.5,15,₹399
BK-0159,Delhi, 1 ,0,0.3,6,399
BK-0159,Bengaluru,5,0,0.5,6,399
BK-0159,Hyderabad,7,0,0.3,15,399
BK-0159,Chennai,10,0,0.8,6,399
BK-0159,Kolkata,0,0,0.0,9,399
BK-0159,Pune,4,0,0.2,9,399
BK-0159,Ahmedabad,15,0,0.4,15,₹399
BK-0159,Jaipur,9,0,0.6,6,₹399
BK-0159,Lucknow,5,2,0.2,15,399
BK-0160,Mumbai,1,0,0.1,6,149
BK-0160,Delhi,1,0,0.2,6,149
BK-0160,Bengaluru,5,0,0.3,6,149
BK-0160,Hyderabad,1,0,0.1,15,149
BK-0160,Chennai,0,0,0.1,9,149
BK-0160,Kolkata,0,6,0.6,9,Rs. 149
BK-0160,Pune,0,-5,0.0,9,₹149
BK-0160,Ahmedabad,2, 8 ,0.8,9,149
BK-0160,Jaipur,12,4,0.5,9,149
BK-0160,Lucknow,21,0,0.8,15,149
BK-0160,Lucknow,21,0,0.8,15,149
BK-0161,Mumbai,1,0,0.3,6,₹399
BK-0161,Delhi,0,0,0.0,15,399
BK-0161,Bengaluru,8,0,0.8,9,₹399
BK-0161,Hyderabad,2,0,0.2,9,399.00
