Article,Branch,Qty On Hand,Open PO,run_rate,replenishment_days,Rate,Style,Colour,Size
FW-LOAF-TAN-UK10,Surat Store,35,0,1.9,21,3499,Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Indore Store,5,5,0.5,21,"Rs. 3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Nagpur Store, 33 ,0,1.9,14,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Kochi Store,70,22,1.7,21,"Rs. 3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Chandigarh Store,9,0,1.4,10,3499,Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Bhopal Store,100,48,,21,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Patna Store,67,0,1.4,21,"Rs. 3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Vadodara Store,49,0,1.9,10,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Ludhiana Store,21, 13 ,1.8,10,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Agra Store,3,0,1.7,10,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Nashik Store,0,0,0.9,14,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Meerut Store,3,0,1.0,10,"Rs. 3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Rajkot Store,39,0,1.5,21,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Varanasi Store,33,0,1.1,10,3499,Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Amritsar Store,47,0,2.4,10,3499,Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Noida Store,38,0,1.8,14,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Gurugram Store,11,77,2.9,21,"3,499.00",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Coimbatore Store,18,3,0.4,14,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Madurai Store,10,0,1.2,14,3499,Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK10,Guwahati Store,28,0,2.0,10,"₹3,499",Loafer Prime,TAN,UK10
FW-LOAF-TAN-UK11,Mumbai Store,1,0,0.2,10,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Delhi Store,48,0,2.1,14,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Bengaluru Store,13,3,0.3,21,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Hyderabad Store,25,0,2.1,10,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Chennai Store,12,0,0.6,21,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Kolkata Store,5,0,0.5,21,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Pune Store,160,0,2.8,21,"Rs. 3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Ahmedabad Store,2,0,0.2,14,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Jaipur Store,4,0,0.8,14,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Lucknow Store,10,0,0.4,14,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Surat Store,37,0,1.5,21,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Indore Store,149,35,2.5,21,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Nagpur Store,30,0,0.7,21,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Kochi Store,11,0,2.4,14,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Chandigarh Store,7,0,0.3,10,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Bhopal Store,111.5,0,2.3,21,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Patna Store,16,0,0.5,14,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Vadodara Store,25,20,1.1,14,"Rs. 3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Ludhiana Store,8,0,0.3,14,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Agra Store,25,0,1.1,21,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Nashik Store,5,0,1.0,21,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Meerut Store, 12 ,8,1.0,10,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Rajkot Store, 5 ,0,0.8,,N/A,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Varanasi Store,78,0,2.0,21,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Amritsar Store,19,0,2.0,10,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Noida Store,51,0,2.0,21,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Gurugram Store, 20 ,0,2.9,21,"3,499.00",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Coimbatore Store,27,0,2.4,14,"₹3,499",Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Madurai Store,112,0,2.5,14,3499,Loafer Prime,TAN,UK11
FW-LOAF-TAN-UK11,Guwahati Store,44,0,2.0,21,3499,Loafer Prime,TAN,UK11
FW-SAND-BLK-UK6,Mumbai Store,31,23,1.6,14,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Delhi Store,68,0,1.7,21,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Bengaluru Store,3,11,2.0,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Hyderabad Store,21,0,2.2,14,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Chennai Store,61,-20,1.3,21,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Kolkata Store,37,7,1.3,14,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Pune Store,2,0,1.5,10,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Ahmedabad Store,45,0,2.1,10,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Jaipur Store,80,0,1.6,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Lucknow Store,66,21,2.1,10,2299,Sandal Air,BLK,UK6
,Surat Store,34,0,0.5,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Indore Store,9,0,2.2,14 days,"2,299.00",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Nagpur Store,7,0,0.3,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Kochi Store,7,0,0.3,14,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Chandigarh Store, 6 ,0,1.4,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Bhopal Store,0,0,0.3,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Patna Store,2,0,0.3,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Vadodara Store,21,0,1.7,10,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Ludhiana Store,47,74,2.8,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Agra Store,-3,5,0.3,14,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Nashik Store,60,0,1.8,10,"2,299.00",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Meerut Store,50,0,2.7,10,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Meerut Store,50,0,2.7,10,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Rajkot Store,191,0,2.8,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Varanasi Store,94, 25 ,2.4,21,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Amritsar Store,22,0,2.2,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Noida Store,8,0,2.3,14,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Gurugram Store,23,0,2.5,21,"Rs. 2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Coimbatore Store,36,0,1.1,10,"Rs. 2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Madurai Store, 64 ,0,2.4,21,"₹2,299",Sandal Air,BLK,UK6
FW-SAND-BLK-UK6,Guwahati Store,4,0,1.5,10,2299,Sandal Air,BLK,UK6
FW-SAND-BLK-UK7,Mumbai Store,115,62,2.2,21,"4,999.00",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Delhi Store,75,0,2.1,21,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Bengaluru Store,6,0,0.5,10,"Rs. 4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Hyderabad Store,36,0,2.4,10,"Rs. 4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Chennai Store,7,0,0.7,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Kolkata Store,34,0,2.4,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Pune Store,0,0,1.6,10,"₹4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Ahmedabad Store,53,0,2.2,14,"₹4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Jaipur Store,33.5,0,,21,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Lucknow Store,67,0,1.6,21,"Rs. 4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Surat Store,1,0,0.4,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Indore Store,38,15,0.6,21,"Rs. 4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Nagpur Store,13,0,0.5,14,"4,999.00",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Kochi Store,33,0,1.0,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Chandigarh Store,26,0,1.3,21,"₹4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Bhopal Store,74,33,1.2,21,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Patna Store,64,0,2.5,21,"Rs. 4,999",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Vadodara Store,11,0,1.1,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Ludhiana Store,68,0,2.9,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Agra Store,8,0,2.7,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Nashik Store,13,0,1.5,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Meerut Store,20,0,2.4,14,N/A,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Rajkot Store,26,0,2.5,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Varanasi Store,0,0,2.0,21,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Amritsar Store,40,0,1.4,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Noida Store,6, 1 ,0.2,14,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Gurugram Store,60,0,2.9,21,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Coimbatore Store,97,0,1.5,21,"4,999.00",Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Madurai Store,26,0,1.1,10,4999,Sandal Air,BLK,UK7
FW-SAND-BLK-UK7,Guwahati Store,9,13,1.8,10,"4,999.00",Sandal Air,BLK,UK7
FW-SAND-BLK-UK8,Mumbai Store,37,24,2.5,10,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Delhi Store,50,0,1.1,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Bengaluru Store,19,0,0.6,21,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Hyderabad Store,32,14,1.1,10,"Rs. 1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Chennai Store,86,51,2.6,21,"Rs. 1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Kolkata Store,3,0,0.3,,"Rs. 1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Pune Store,13,0,0.8,21,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Ahmedabad Store,10,0,2.1,21,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Jaipur Store,18,0,1.7,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Lucknow Store,5,0,0.3,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Surat Store,0,6,0.5,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Indore Store,53,18,2.7,10,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Nagpur Store,93,37,2.8,21,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Kochi Store,72,0,2.2,21,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Chandigarh Store,30,0,1.7,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Bhopal Store,7,-17,0.3,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Patna Store, 19 ,6,0.8,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Vadodara Store,21,6,0.3,21,"Rs. 1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Ludhiana Store,32,0,1.4,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Agra Store,3,0,0.6,14,"Rs. 1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Nashik Store,58,0,1.8,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Meerut Store,0,0,2.9,21,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Rajkot Store,21,0,2.5,14,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Varanasi Store,78,0,2.6,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Amritsar Store,20,15,2.3,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Noida Store,64,0,1.6,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Gurugram Store,8,33,2.4,10,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Coimbatore Store,118,0,2.6,14,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Madurai Store,2,0,1.7,10,"₹1,499",Sandal Air,BLK,UK8
FW-SAND-BLK-UK8,Guwahati Store,76,0,2.3,14,1499,Sandal Air,BLK,UK8
FW-SAND-BLK-UK9,Mumbai Store,10,0,1.5,14 days,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Delhi Store,24.5,0,1.8,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Bengaluru Store,43,0,1.9,14,"1,499.00",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Hyderabad Store,2,0,0.6,21,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Chennai Store,59,0,3.0,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Kolkata Store,17,0,0.5,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Pune Store,60,0,1.7,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Ahmedabad Store,1,14,1.2,10,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Jaipur Store,37,20,2.7,10,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Lucknow Store,2,0,0.6,10,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Surat Store,54,0,1.8,10,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Indore Store,66,0,2.2,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Nagpur Store,27,0,0.9,10,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Kochi Store,102,0,1.8,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Chandigarh Store,0,0,1.9,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Bhopal Store,13,0,0.5,14,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Patna Store,5,0,2.3,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Vadodara Store,72,0,2.0,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Ludhiana Store,(4),0,3.0,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Agra Store,2,25,1.9,21,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Nashik Store,77,17,2.0,14,N/A,Sandal Air,BLK,UK9
,Meerut Store,63,0,1.4,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Rajkot Store,156,67,2.5,21,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Varanasi Store,22,0,1.3,10,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Amritsar Store,39,0,1.4,10,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Noida Store,52,0,1.8,21,"1,499.00",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Gurugram Store,7,0,2.4,10,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Coimbatore Store,20,0,0.6,14,"₹1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Madurai Store,29,0,1.2,10,"Rs. 1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Madurai Store,29,0,1.2,10,"Rs. 1,499",Sandal Air,BLK,UK9
FW-SAND-BLK-UK9,Guwahati Store,45,18,1.0,14,1499,Sandal Air,BLK,UK9
FW-SAND-BLK-UK10,Mumbai Store,68,0,1.9,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Delhi Store,34,0,,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Bengaluru Store,40,0,1.4,10,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Hyderabad Store,14,0,0.4,21,"Rs. 2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Chennai Store,76,0,2.7,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Kolkata Store,12,0,1.3,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Pune Store, 8 ,0,0.5,10,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Ahmedabad Store,21,7,0.8,10,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Jaipur Store,45,0,1.6,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Lucknow Store,51,35,2.1,21,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Surat Store,44,0,2.4,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Indore Store,4,17,0.6,21,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Nagpur Store,8,12,0.5,21,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Kochi Store,26,0,1.3,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Chandigarh Store,21,0,2.0,21,"2,299.00",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Bhopal Store,95,0,2.2,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Patna Store,77,0,2.5,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Vadodara Store,84,28,2.4,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Ludhiana Store,1,0,2.6,,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Agra Store,15,0,1.0,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Nashik Store,9,0,0.3,10,"2,299.00",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Meerut Store, 4 ,3,0.3,14,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Rajkot Store,4,0,1.5,10,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Varanasi Store,70,0,2.1,10,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Amritsar Store,4.5,15,1.0,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Noida Store,68,0,2.9,14,"Rs. 2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Gurugram Store,0,-10,0.3,10,"Rs. 2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Coimbatore Store,48,0,1.5,14,2299,Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Madurai Store,23,0,1.2,10,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK10,Guwahati Store,14,0,0.8,10,"₹2,299",Sandal Air,BLK,UK10
FW-SAND-BLK-UK11,Mumbai Store,24,8,1.8,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Delhi Store,43,0,1.7,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Bengaluru Store,60,0,1.3,21,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Hyderabad Store,7,0,0.2,21,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Chennai Store,14,0,0.7,10,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Kolkata Store,16,0,1.7,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Pune Store, 1 ,0,0.3,14,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Ahmedabad Store,36,0,0.7,21,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Jaipur Store,14,0,1.5,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Lucknow Store,79,19,1.2,21,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Surat Store,3,0,1.3,14,"2,299.00",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Indore Store,22,0,2.1,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Nagpur Store,15,0,1.0,21,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Kochi Store,13,0,1.9,10,"Rs. 2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Chandigarh Store,14,0,0.6,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Bhopal Store,44,17,1.4,21,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Patna Store,7,0,2.0,21,"Rs. 2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Vadodara Store,67,0,2.5,21,"2,299.00",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Ludhiana Store,63,43,2.3,14,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Agra Store,2,0,0.2,21 days,N/A,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Nashik Store,5,0,0.3,21,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Meerut Store,29,0,2.3,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Rajkot Store,13,0,1.7,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Varanasi Store,118,0,2.7,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Amritsar Store,35,0,1.3,21,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Noida Store,15,0,3.0,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Gurugram Store,118,0,2.1,21,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Coimbatore Store,10,0,0.5,10,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Madurai Store,32,0,1.2,14,2299,Sandal Air,BLK,UK11
FW-SAND-BLK-UK11,Guwahati Store,63,0,2.1,14,"₹2,299",Sandal Air,BLK,UK11
FW-SAND-WHT-UK6,Mumbai Store,18,6,0.7,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Delhi Store,16,0,2.9,10,"1,499.00",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Bengaluru Store, 42 ,45,1.8,21,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Hyderabad Store,28,0,1.0,10,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Chennai Store,21,0,0.5,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Kolkata Store,18,0,0.8,14,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Pune Store,26,0,1.0,21,"₹1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Ahmedabad Store,27,0,2.1,10,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Jaipur Store,27,0,2.0,14,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Lucknow Store,13,0,1.6,10,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Surat Store,15,0,0.3,21,"1,499.00",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Indore Store,3,0,1.9,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Nagpur Store,17,0,0.6,14,"₹1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Kochi Store, 35 ,0,2.9,21,"1,499.00",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Chandigarh Store,9,10,1.5,10,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Bhopal Store,46,0,1.1,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Patna Store,18,18,0.8,21,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Vadodara Store,40.5,0,1.4,10,"₹1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Ludhiana Store,55,11,1.3,21,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Agra Store,72,0,1.9,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Nashik Store,5,0,1.8,21,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Meerut Store,43,0,1.7,14,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Rajkot Store,40,0,2.8,10,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Varanasi Store,5,0,1.0,14,"₹1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Amritsar Store,4,0,,10,1499,Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Noida Store,5,0,0.4,10,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Gurugram Store,25,0,0.8,14,"Rs. 1,499",Sandal Air,WHT,UK6
FW-SAND-WHT-UK6,Coimbatore Store,13,0,1.6,21,"₹1,499",Sandal Air,WHT,UK6
