product_code,site,on_hand,pending_po,offtake,lead_time_in_days,asp,Item
HD-060-THRO,Surat,2,0,0.3,18,799,Throw Blanket
HD-060-THRO,Indore,34,0,0.8,25,₹799,Throw Blanket
HD-061-THRO,Mumbai,6,11,0,25,2999,Throw Blanket
HD-061-THRO,Delhi,47,0,0.8,18,2999,Throw Blanket
HD-061-THRO,Bengaluru,3,0,1.0,12,"Rs. 2,999",Throw Blanket
HD-061-THRO,Hyderabad,26,0,0.8,12,2999,Throw Blanket
HD-061-THRO,Chennai,1,8,0.3,25,"Rs. 2,999",Throw Blanket
HD-061-THRO,Kolkata,28,7,0.7,18,"₹2,999",Throw Blanket
HD-061-THRO,Pune,10,0,0.2,18,"₹2,999",Throw Blanket
HD-061-THRO,Pune,10,0,0.2,18,"₹2,999",Throw Blanket
HD-061-THRO,Ahmedabad,30,14,0.6,18,"Rs. 2,999",Throw Blanket
HD-061-THRO,Jaipur,12,0,0.9,12,"Rs. 2,999",Throw Blanket
HD-061-THRO,Lucknow,29,0,1.2,25,2999,Throw Blanket
HD-061-THRO,Surat,13,0,0.3,25,"₹2,999",Throw Blanket
HD-061-THRO,Indore,6,0,0.3,12,2999,Throw Blanket
HD-062-THRO,Mumbai,14,0,0.5,12,"Rs. 2,999",Throw Blanket
HD-062-THRO,Delhi,8,5,0,18,"Rs. 2,999",Throw Blanket
HD-062-THRO,Bengaluru, 7 ,8,0.8,25,"2,999.00",Throw Blanket
HD-062-THRO,Hyderabad,0,0,0.0,18,"₹2,999",Throw Blanket
HD-062-THRO,Chennai,33,0,0.9,12,N/A,Throw Blanket
HD-062-THRO,Kolkata,4,0,0.2,25,"₹2,999",Throw Blanket
HD-062-THRO,Pune,23,0,0.5,18,"₹2,999",Throw Blanket
HD-062-THRO,Ahmedabad,70,0,1.0,25,"2,999.00",Throw Blanket
HD-062-THRO,Jaipur,0,1,0.1,12,2999,Throw Blanket
HD-062-THRO,Lucknow,11,0,0.4,18,"Rs. 2,999",Throw Blanket
HD-062-THRO,Surat,3,0,1.0,12,2999,Throw Blanket
HD-062-THRO,Indore,20,8,0.5,18,"2,999.00",Throw Blanket
HD-063-THRO,Mumbai,0,-5,0.0,18,"₹5,999",Throw Blanket
HD-063-THRO,Delhi,8,6,0.3,18,"5,999.00",Throw Blanket
HD-063-THRO,Bengaluru,0,0,0,18,5999,Throw Blanket
HD-063-THRO,Hyderabad,10,0,0.9,25,"₹5,999",Throw Blanket
HD-063-THRO,Chennai,28,0,0.9,12,"Rs. 5,999",Throw Blanket
HD-063-THRO,Kolkata,5,0,1.2,18 days,"₹5,999",Throw Blanket
HD-063-THRO,Pune,0,0,0.0,12,"₹5,999",Throw Blanket
HD-063-THRO,Ahmedabad,31,0,0.6,25,"₹5,999",Throw Blanket
HD-063-THRO,Jaipur,35,22,1.0,18,5999,Throw Blanket
HD-063-THRO,Lucknow,18,0,0.4,25,"₹5,999",Throw Blanket
HD-063-THRO,Surat,5,0,0.1,25,5999,Throw Blanket
HD-063-THRO,Indore,-8,19,0.9,25,"Rs. 5,999",Throw Blanket
,Mumbai,32,0,0.4,25,5999,Mirror Round
HD-064-MIRR,Delhi,19,0,0.3,25,"₹5,999",Mirror Round
HD-064-MIRR,Bengaluru,44,19,0.7,25,"₹5,999",Mirror Round
HD-064-MIRR,Hyderabad,6,0,0,12,"₹5,999",Mirror Round
HD-064-MIRR,Chennai,5,5,0.3,18,"Rs. 5,999",Mirror Round
HD-064-MIRR,Kolkata,24,0,0.8,18,5999,Mirror Round
HD-064-MIRR,Pune,31,33,1.2,25,5999,Mirror Round
HD-064-MIRR,Ahmedabad,12,0,0.6,25,"₹5,999",Mirror Round
HD-064-MIRR,Jaipur,39,0,0.7,18,"₹5,999",Mirror Round
HD-064-MIRR,Lucknow,21,0,0.9,,"5,999.00",Mirror Round
HD-064-MIRR,Surat,18,0,1.1,18,"₹5,999",Mirror Round
HD-064-MIRR,Indore,2.5,2,0.1,18,"Rs. 5,999",Mirror Round
HD-065-MIRR,Mumbai,74,0,1.0,25,₹399,Mirror Round
HD-065-MIRR,Delhi,16,3,0.2,25,Rs. 399,Mirror Round
HD-065-MIRR,Bengaluru,47,0,1.1,25,₹399,Mirror Round
HD-065-MIRR,Hyderabad,0,0,0.3,18,Rs. 399,Mirror Round
HD-065-MIRR,Chennai,0,0,0,12,399,Mirror Round
HD-065-MIRR,Kolkata,16,0,1.1,12,Rs. 399,Mirror Round
HD-065-MIRR,Pune,2,0,0.1,12,Rs. 399,Mirror Round
HD-065-MIRR,Ahmedabad,32,0,1.1,18,₹399,Mirror Round
HD-065-MIRR,Jaipur,29,6,0.8,12,399,Mirror Round
HD-065-MIRR,Lucknow, 2 ,0,0.2,18,399.00,Mirror Round
HD-065-MIRR,Surat,29,0,0.9,12,399,Mirror Round
HD-065-MIRR,Indore,11,0,0.6,12,₹399,Mirror Round
HD-066-MIRR,Mumbai,23,0,0.3,25,2999,Mirror Round
HD-066-MIRR,Delhi,46,7,0.9,18,2999,Mirror Round
HD-066-MIRR,Bengaluru,13,0,1.1,25,"₹2,999",Mirror Round
HD-066-MIRR,Hyderabad,53,0,1.0,25,2999,Mirror Round
HD-066-MIRR,Chennai,35,15,0.8,18,"Rs. 2,999",Mirror Round
HD-066-MIRR,Kolkata,7,0,0,25,2999,Mirror Round
HD-066-MIRR,Pune,3,0,0.1,12,2999,Mirror Round
HD-066-MIRR,Ahmedabad,15,29,,25,"Rs. 2,999",Mirror Round
HD-066-MIRR,Jaipur,6,0,0.4,12,"2,999.00",Mirror Round
HD-066-MIRR,Lucknow,40,0,0.7,18,"2,999.00",Mirror Round
HD-066-MIRR,Surat,10,0,0.2,25,"₹2,999",Mirror Round
HD-066-MIRR,Indore,34,24,1.1,18,"₹2,999",Mirror Round
HD-067-MIRR,Mumbai,9,0,0.3,18,399,Mirror Round
HD-067-MIRR,Delhi,0,0,0.2,25,399,Mirror Round
HD-067-MIRR,Bengaluru,36,0,0.9,12,399,Mirror Round
HD-067-MIRR,Hyderabad,4,0,1.2,12,N/A,Mirror Round
HD-067-MIRR,Chennai,12,0,1.0,25,Rs. 399,Mirror Round
HD-067-MIRR,Kolkata,16,0,0.5,12,₹399,Mirror Round
HD-067-MIRR,Pune,14,0,0,12,399.00,Mirror Round
HD-067-MIRR,Ahmedabad,0,0,1.0,12,399,Mirror Round
HD-067-MIRR,Jaipur,7,0,0.4,12,399,Mirror Round
HD-067-MIRR,Lucknow,51,23,0.8,25,399,Mirror Round
HD-067-MIRR,Surat,7,0,0.7,18,Rs. 399,Mirror Round
HD-067-MIRR,Indore,13,0,0.2,25,399.00,Mirror Round
HD-068-MIRR,Mumbai,5,0,0.1,25,1499,Mirror Round
HD-068-MIRR,Delhi,20,0,0.8,25,"1,499.00",Mirror Round
HD-068-MIRR,Bengaluru,0,8,0.8,12,"1,499.00",Mirror Round
HD-068-MIRR,Hyderabad,13,0,0.7,12,"₹1,499",Mirror Round
HD-068-MIRR,Chennai, 52 ,0,0.8,25,1499,Mirror Round
HD-068-MIRR,Kolkata,25,0,0.4,25,1499,Mirror Round
HD-068-MIRR,Pune, 10 ,0,1.0,12,"1,499.00",Mirror Round
HD-068-MIRR,Ahmedabad,1,0,0,12,1499,Mirror Round
HD-068-MIRR,Jaipur,46,30,1.2,18,"₹1,499",Mirror Round
HD-068-MIRR,Lucknow,5,0,0.1,18,1499,Mirror Round
HD-068-MIRR,Surat,11,0,0.7,12,"Rs. 1,499",Mirror Round
HD-068-MIRR,Indore,2,-19,0.4,25,1499,Mirror Round
HD-069-MIRR,Mumbai,46,9,1.1,18,399,Mirror Round
HD-069-MIRR,Delhi,0,0,0.1,12,Rs. 399,Mirror Round
HD-069-MIRR,Bengaluru,2,0,0.6,25,₹399,Mirror Round
HD-069-MIRR,Hyderabad,14,0,0.3,18,399,Mirror Round
HD-069-MIRR,Chennai,18.5,0,1.0,18,399,Mirror Round
HD-069-MIRR,Kolkata,2,0,0.4,12,399,Mirror Round
HD-069-MIRR,Pune,30,17,0.5,25,399,Mirror Round
HD-069-MIRR,Ahmedabad,6,0,0.1,25,₹399,Mirror Round
HD-069-MIRR,Ahmedabad,6,0,0.1,25,₹399,Mirror Round
HD-069-MIRR,Jaipur,16,0,0,25,399,Mirror Round
HD-069-MIRR,Lucknow,2,0,0.2,18,₹399,Mirror Round
HD-069-MIRR,Surat,50,0,1.0,18,Rs. 399,Mirror Round
HD-069-MIRR,Indore,26,0,1.0,18,₹399,Mirror Round
HD-070-MIRR,Mumbai,31,0,0.5,25 days,1499,Mirror Round
HD-070-MIRR,Delhi,62,0,1.1,18,1499,Mirror Round
HD-070-MIRR,Bengaluru,2,0,0.1,12,"Rs. 1,499",Mirror Round
HD-070-MIRR,Hyderabad,16,0,0.9,12,"Rs. 1,499",Mirror Round
HD-070-MIRR,Chennai,16,0,0.4,18,"1,499.00",Mirror Round
HD-070-MIRR,Kolkata, 46 ,0,0.8,18,1499,Mirror Round
HD-070-MIRR,Pune,11,0,0.8,18,"Rs. 1,499",Mirror Round
HD-070-MIRR,Ahmedabad,10,0,0.3,25,1499,Mirror Round
HD-070-MIRR,Jaipur,2,0,0.1,12,1499,Mirror Round
HD-070-MIRR,Lucknow,21,0,0,25,"1,499.00",Mirror Round
HD-070-MIRR,Surat,0,0,0.0,,"₹1,499",Mirror Round
HD-070-MIRR,Indore,74,23,0.9,25,"₹1,499",Mirror Round
