item,shop,current_stock,intransit,avg_off_take_day,lt,price,Gear,bf,Units Sold Week 8,Units Sold Week 7,Units Sold Week 6,Units Sold Week 5,Units Sold Week 4,Units Sold Week 3,Units Sold Week 2,Units Sold Week 1
SP-RESI-24,Kolkata,104,65,5.5,10,1899,Resistance Band,,33,42,32,40,41,43,38,40
SP-RESI-24,Pune,101,0,3.5,10,"₹1,899",Resistance Band,2.2,53,4,4,9,4,9,4,44
SP-RESI-24,Ahmedabad,6,26,3.3,10,1899,Resistance Band,,27,27,29,26,19,28,18,23
SP-RESI-24,Jaipur,129,0,5.9,10,1899,Resistance Band,2.0,32,35,32,38,48,31,51,47
SP-RESI-24,Lucknow,23,0,2.6,10,1899,Resistance Band,,17,16,14,20,14,15,20,19
SP-RESI-24,Surat,75,0,1.9,14,"Rs. 1,899",Resistance Band,,12,11,11,10,17,14,15,16
SP-RESI-24,Indore,26,0,1.3,10,"Rs. 1,899",Resistance Band,,9,8,7,11,9,10,8,8
SP-RESI-24,Nagpur,16,4,0.5,10,"₹1,899",Resistance Band,,4,3,4,3,3,4,3,3
SP-RESI-24,Kochi,28,0,1.5,,"Rs. 1,899",Resistance Band,,13,10,13,9,9,11,9,8
SP-RESI-24,Chandigarh,99,0,5.2,7,1899,Resistance Band,2.2,43,29,42,28,36,39,36,44
SP-RESI-24,Bhopal,4,0,1.2,14,1899,Resistance Band,2.0,10,7,7,9,7,10,10,10
SP-RESI-24,Patna,102,16,3.9,10,"₹1,899",Resistance Band,2.2,27,34,27,23,25,32,23,33
SP-RESI-24,Vadodara,52,0,3.2,14,1899,Resistance Band,,22,26,19,22,26,23,20,26
SP-RESI-24,Ludhiana,14,0,1.7,10,1899,Resistance Band,2.0,13,13,9,12,11,14,10,10
SP-RESI-24,Agra,88,25,4.3,14,"1,899.00",Resistance Band,,33,30,29,24,26,32,31,31
SP-RESI-25,Mumbai,37,0,4.8,7,599.00,Resistance Band,,40,32,33,27,33,39,38,33
SP-RESI-25,Delhi,166,0,4.0,14,599.00,Resistance Band,,29,21,33,34,34,29,33,22
SP-RESI-25,Bengaluru,44,0,2.8,10,599,Resistance Band,,19,15,16,15,21,21,16,21
SP-RESI-25,Hyderabad,79,44,5.7,7,Rs. 599,Resistance Band,2.0,71,71,15,71,15,71,87,7
SP-RESI-25,Chennai,12,0,0.6,7,599,Resistance Band,,4,4,4,3,4,4,4,5
SP-RESI-25,Kolkata,88,0,2.0,14,₹599,Resistance Band,,15,11,11,13,12,14,11,14
SP-RESI-25,Pune,15,11,2.3,7,599,Resistance Band,2.0,13,16,14,17,16,19,14,16
SP-RESI-25,Ahmedabad,150,58,3.8,14,599,Resistance Band,,29,32,25,30,32,22,27,33
SP-RESI-25,Jaipur,(6),0,2.9,7,₹599,Resistance Band,,25,16,18,24,15,25,22,22
SP-RESI-25,Lucknow,169,0,5.2,14,599,Resistance Band,,41,37,39,32,43,32,43,30
SP-RESI-25,Surat,28,0,4.0,14,599,Resistance Band,2.2,25,32,25,23,23,29,34,27
SP-RESI-25,Indore,19,0,4.9,7,599,Resistance Band,,39,28,36,33,36,31,35,31
SP-RESI-25,Nagpur,125,0,3.1,14,₹599,Resistance Band,,23,25,25,23,20,19,27,21
SP-RESI-25,Kochi,53,0,2.2,14,599,Resistance Band,2.0,14,16,14,17,13,16,17,15
SP-RESI-25,Chandigarh,23,29,3.6,14,₹599,Resistance Band,,30,22,23,21,22,27,28,22
SP-RESI-25,Bhopal,45,0,5.1,7,599,Resistance Band,2.0,39,43,42,42,32,39,29,40
SP-RESI-25,Patna,31,0,1.4,7,₹599,Resistance Band,2.2,8,9,8,10,10,11,9,8
SP-RESI-25,Vadodara,118,0,5.7,10,599,Resistance Band,2.2,48,42,45,30,45,39,37,45
SP-RESI-25,Ludhiana,6,0,2.1,10,599,Resistance Band,,15,12,14,16,12,16,16,15
SP-RESI-25,Agra,60,0,2.1,14,599,Resistance Band,,18,17,17,16,15,14,11,11
SP-RESI-26,Mumbai,61,0,2.6,14,N/A,Resistance Band,,32,32,7,7,3,3,40,40
SP-RESI-26,Delhi,45,19,5.1,7,₹999,Resistance Band,,36,34,32,42,27,37,35,38
SP-RESI-26,Bengaluru,137.5,0,4.3,14,999,Resistance Band,,35,27,24,31,35,28,37,36
SP-RESI-26,Hyderabad,43,13,2.0,7,₹999,Resistance Band,2.0,11,16,14,14,17,17,15,14
SP-RESI-26,Chennai,98,51,5.3,7,999,Resistance Band,2.0,36,30,33,40,42,44,45,32
SP-RESI-26,Kolkata,51, 15 ,1.6,10,999,Resistance Band,,13,13,9,10,13,9,11,14
SP-RESI-26,Pune,60,36,3.5,14,999.00,Resistance Band,,21,19,29,30,29,23,24,29
SP-RESI-26,Ahmedabad,63,25,2.1,10,999,Resistance Band,,15,15,13,15,17,11,18,12
SP-RESI-26,Jaipur,34,0,3.3,10,₹999,Resistance Band,2.0,27,26,26,25,28,27,26,21
SP-RESI-26,Lucknow,39,0,2.2,10,Rs. 999,Resistance Band,,16,16,12,18,18,16,16,15
SP-RESI-26,Surat,31,0,1.8,7,Rs. 999,Resistance Band,2.2,13,11,13,12,11,11,13,14
SP-RESI-26,Indore,5,0,1.4,7,999,Resistance Band,,11,11,8,10,10,11,8,9
SP-RESI-26,Nagpur,65,78,5.7,10 days,999,Resistance Band,,37,45,47,31,42,31,39,38
SP-RESI-26,Kochi,3,0,0.4,7,Rs. 999,Resistance Band,,2,2,3,2,2,3,3,3
SP-RESI-26,Chandigarh,57,0,5.1,7,₹999,Resistance Band,2.0,27,41,28,27,35,38,28,31
SP-RESI-26,Bhopal,61,25,3.9,10,₹999,Resistance Band,,27,22,27,28,32,24,29,24
SP-RESI-26,Patna,124,0,4.2,10,₹999,Resistance Band,2.0,35,29,28,30,29,27,32,35
SP-RESI-26,Vadodara,23,14,1.1,14,999,Resistance Band,2.0,1,13,3,3,16,13,13,1
SP-RESI-26,Ludhiana,38,0,2.5,7,999,Resistance Band,,21,21,20,18,20,16,16,19
SP-RESI-26,Agra,41, 18 ,3.0,10,999,Resistance Band,2.0,24,23,21,26,20,25,26,19
SP-RESI-27,Mumbai,96,0,4.1,10,₹299,Resistance Band,,22,32,27,32,22,28,25,22
SP-RESI-27,Delhi,7,0,0.5,14,299,Resistance Band,,3,3,3,3,3,3,4,3
SP-RESI-27,Bengaluru,28,0,1.8,7,299,Resistance Band,,12,11,13,12,11,13,12,10
SP-RESI-27,Hyderabad,112,0,3.7,10,299,Resistance Band,2.0,32,23,29,31,26,21,20,27
SP-RESI-27,Chennai,31,0,4.5,10,299,Resistance Band,,33,38,26,38,27,26,29,36
SP-RESI-27,Kolkata,29,6,1.3,7,₹299,Resistance Band,2.0,7,10,9,10,10,11,7,10
SP-RESI-27,Pune,0,0,2.9,10,299,Resistance Band,,16,17,22,17,22,23,16,16
SP-RESI-27,Ahmedabad,111, 32 ,5.3,7,299,Resistance Band,,28,40,43,41,32,32,37,34
SP-RESI-27,Jaipur,74,0,3.7,7,₹299,Resistance Band,,28,27,31,21,25,27,23,20
SP-RESI-27,Lucknow,100,0,2.9,14,299,Resistance Band,,24,19,22,17,18,22,20,25
SP-RESI-27,Surat,69,35,2.8,14,299.00,Resistance Band,2.2,24,21,22,23,24,21,18,18
SP-RESI-27,Indore,110,-19,3.0,14,299,Resistance Band,,21,22,19,24,22,17,21,17
SP-RESI-27,Nagpur,9,0,2.9,7,299,Resistance Band,,23,24,17,16,16,16,17,16
SP-RESI-27,Nagpur,9,0,2.9,7,299,Resistance Band,,23,24,17,16,16,16,17,16
SP-RESI-27,Kochi,36,0,5.8,7,Rs. 299,Resistance Band,2.0,32,35,41,45,36,40,48,38
SP-RESI-27,Chandigarh,1,44,4.7,14,299,Resistance Band,,72,13,13,59,6,72,6,72
SP-RESI-27,Bhopal,43,0,5.3,7,₹299,Resistance Band,,42,41,39,32,41,28,36,33
SP-RESI-27,Patna,82,0,4.6,7,299,Resistance Band,,35,29,39,33,33,35,35,40
SP-RESI-27,Vadodara,3,3,0.6,10,299,Resistance Band,,5,4,4,4,3,4,5,4
SP-RESI-27,Ludhiana,55,0,,10,Rs. 299,Resistance Band,,15,13,12,17,14,16,15,16
SP-RESI-27,Agra,1,0,3.1,10,299.00,Resistance Band,,27,23,21,25,25,21,26,21
SP-RESI-28,Mumbai,115,70,5.9,14,299,Resistance Band,,41,47,41,49,38,48,41,47
SP-RESI-28,Delhi, 15 ,0,0.7,14,₹299,Resistance Band,,4,5,4,6,4,5,6,4
SP-RESI-28,Bengaluru,2,0,3.1,7,299,Resistance Band,2.0,18,26,27,24,22,22,23,26
SP-RESI-28,Hyderabad,6,29,3.8,10,₹299,Resistance Band,,32,25,27,23,27,27,31,22
SP-RESI-28,Chennai, 23 ,0,0.6,14,₹299,Resistance Band,,4,4,4,4,5,3,3,4
SP-RESI-28,Kolkata,18, 34 ,4.7,7,₹299,Resistance Band,,28,32,36,35,30,26,26,39
SP-RESI-28,Pune,135,0,3.9,,₹299,Resistance Band,2.0,23,31,22,21,29,24,32,21
SP-RESI-28,Ahmedabad,71,0,5.5,7,299,Resistance Band,,36,44,41,41,37,44,46,42
SP-RESI-28,Jaipur,5,0,1.5,7,Rs. 299,Resistance Band,,11,10,11,10,9,8,12,11
SP-RESI-28,Lucknow,66,0,4.1,7,₹299,Resistance Band,,30,29,26,34,22,35,23,26
SP-RESI-28,Surat,57,0,1.4,14,299,Resistance Band,2.2,11,8,12,8,12,11,8,10
SP-RESI-28,Indore,162,108,5.9,14,₹299,Resistance Band,,74,16,8,90,74,8,8,16
SP-RESI-28,Nagpur,117,53,5.9,7,299,Resistance Band,,37,31,32,50,36,51,34,40
SP-RESI-28,Kochi,41,30,3.0,10,Rs. 299,Resistance Band,,17,25,24,18,23,21,24,26
,Chandigarh,107,73,4.8,14,₹299,Resistance Band,2.0,27,41,38,33,29,32,38,39
SP-RESI-28,Bhopal,14.5,0,1.4,14,299,Resistance Band,,12,8,8,10,9,10,11,8
SP-RESI-28,Patna,7,40,3.3,14,299,Resistance Band,,27,26,26,25,19,25,26,19
SP-RESI-28,Vadodara,49,0,1.7,10,299,Resistance Band,,13,15,14,13,11,14,14,11
SP-RESI-28,Ludhiana,137,0,6.0,10,299.00,Resistance Band,2.0,49,38,43,49,36,41,43,35
SP-RESI-28,Agra,6,0,0.8,10,N/A,Resistance Band,2.0,5,6,6,6,4,6,7,4
SP-RESI-29,Mumbai,38,0,4.3,10,599,Resistance Band,,30,26,25,24,27,36,35,28
SP-RESI-29,Delhi,20,9,3.4,7,₹599,Resistance Band,,27,24,19,22,26,20,27,21
SP-RESI-29,Bengaluru,48,15,1.8,14,599,Resistance Band,,10,10,12,16,15,12,11,11
SP-RESI-29,Hyderabad,3,30,3.5,7,₹599,Resistance Band,,29,18,27,24,24,23,26,20
SP-RESI-29,Chennai,40,0,4.4,7,599,Resistance Band,,31,26,29,29,36,37,36,34
SP-RESI-29,Kolkata,129,0,4.9,10,599,Resistance Band,,32,35,33,28,35,26,43,29
SP-RESI-29,Pune,146,0,4.5,10,599,Resistance Band,,26,25,34,32,37,29,34,28
SP-RESI-29,Ahmedabad,70,0,3.9,10,₹599,Resistance Band,2.0,27,28,29,24,26,21,30,32
SP-RESI-29,Jaipur,13,14,2.8,7,599,Resistance Band,2.0,43,43,43,3,7,3,7,43
SP-RESI-29,Lucknow,116,0,5.5,7,₹599,Resistance Band,,41,39,41,32,43,42,36,39
SP-RESI-29,Surat,55,58,5.0,14,Rs. 599,Resistance Band,2.2,27,32,35,43,30,28,35,30
SP-RESI-29,Indore,62,12,2.8,10,₹599,Resistance Band,,23,23,19,18,24,20,21,22
SP-RESI-29,Nagpur,17,0,2.3,7,₹599,Resistance Band,,14,17,20,13,18,20,16,14
SP-RESI-29,Kochi,61,0,5.1,7,Rs. 599,Resistance Band,2.0,40,28,38,43,43,30,42,32
SP-RESI-29,Chandigarh,51,32,5.3,7,599,Resistance Band,,28,43,35,41,36,29,30,33
SP-RESI-29,Bhopal,78,0,2.2,14,599,Resistance Band,2.2,14,18,15,17,19,19,16,18
SP-RESI-29,Patna,60,0,1.8,14,Rs. 599,Resistance Band,2.2,11,10,12,11,12,10,13,11
SP-RESI-29,Vadodara,-6,0,5.4,7,599,Resistance Band,,40,41,40,46,45,37,34,37
SP-RESI-29,Ludhiana,128,0,5.4,14,₹599,Resistance Band,,35,38,45,31,38,39,33,33
SP-RESI-29,Agra,6,14,3.1,7,₹599,Resistance Band,,24,18,20,19,20,26,22,17
SP-RESI-30,Mumbai,21,0,5.7,10,"Rs. 1,899",Resistance Band,2.2,35,39,39,41,36,46,42,39
SP-RESI-30,Delhi,55,0,2.9,10,1899,Resistance Band,2.0,18,21,18,25,22,20,16,23
SP-RESI-30,Bengaluru,96,27,3.7,10,"₹1,899",Resistance Band,2.2,24,32,28,26,23,20,22,20
SP-RESI-30,Hyderabad,22,0,4.3,7,1899,Resistance Band,,37,30,24,27,26,23,31,35
SP-RESI-30,Chennai,79,0,5.3,10,1899,Resistance Band,2.0,38,30,31,40,37,46,30,28
SP-RESI-30,Kolkata,42,0,1.8,7,1899,Resistance Band,,2,2,5,5,5,2,22,27
SP-RESI-30,Pune,97,29,2.1,14,"Rs. 1,899",Resistance Band,2.2,15,12,16,18,15,14,16,13
SP-RESI-30,Ahmedabad,113,0,5.5,7,"₹1,899",Resistance Band,,44,46,43,31,32,30,33,30
SP-RESI-30,Jaipur,33,0,4.3,7,1899,Resistance Band,,35,25,24,30,35,26,27,28
SP-RESI-30,Lucknow,29,0,5.9,14,"Rs. 1,899",Resistance Band,,38,42,49,50,38,36,48,43
SP-RESI-30,Surat,33,0,1.0,14,"₹1,899",Resistance Band,,7,8,9,8,8,6,8,8
SP-RESI-30,Indore,41,0,5.6,14 days,"₹1,899",Resistance Band,,36,38,48,48,33,40,32,47
SP-RESI-30,Nagpur,23,0,0.8,10,"₹1,899",Resistance Band,,6,6,7,4,4,6,6,5
SP-RESI-30,Kochi,16,11,2.8,10,1899,Resistance Band,,19,23,22,15,18,15,17,18
SP-RESI-30,Chandigarh,147,0,5.5,10,1899,Resistance Band,,43,34,45,41,44,46,34,35
SP-RESI-30,Bhopal,13,0,0.6,7,"Rs. 1,899",Resistance Band,,4,4,5,5,5,3,4,4
SP-RESI-30,Patna,40,0,2.0,7,1899,Resistance Band,2.2,15,11,15,13,15,11,13,16
SP-RESI-30,Vadodara,61, 10 ,2.4,10,"₹1,899",Resistance Band,2.0,17,21,13,14,18,15,20,17
SP-RESI-30,Ludhiana,52,0,3.9,7,1899,Resistance Band,2.2,23,21,27,27,24,32,34,23
SP-RESI-30,Agra,17,6,1.4,7,"Rs. 1,899",Resistance Band,,10,9,12,12,9,9,9,10
SP-CRIC-31,Mumbai,88,0,2.6,10,"Rs. 3,499",Cricket Bat,,15,20,16,16,18,23,19,19
SP-CRIC-31,Delhi,74,0,5.8,7,3499,Cricket Bat,,43,44,35,41,32,38,35,44
SP-CRIC-31,Bengaluru,20,-18,0.8,10,"₹3,499",Cricket Bat,,2,2,1,10,10,12,1,1
SP-CRIC-31,Hyderabad,0,0,0.4,14,3499,Cricket Bat,,2,2,2,3,2,3,3,2
SP-CRIC-31,Chennai,107,41,2.4,14,"₹3,499",Cricket Bat,,19,19,17,18,17,17,17,20
SP-CRIC-31,Kolkata,88,0,5.8,10,"3,499.00",Cricket Bat,2.0,34,37,50,44,37,34,34,39
SP-CRIC-31,Pune,15,0,1.8,14,3499,Cricket Bat,,12,10,14,10,10,12,10,10
SP-CRIC-31,Ahmedabad,44,0,2.6,7,3499,Cricket Bat,2.2,14,18,14,18,21,14,22,17
SP-CRIC-31,Jaipur,38.5,44,5.1,7,"₹3,499",Cricket Bat,2.0,36,30,37,27,40,42,32,33
SP-CRIC-31,Lucknow,142,0,4.3,10,3499,Cricket Bat,2.0,29,23,29,29,33,26,23,25
SP-CRIC-31,Surat,72,0,2.1,14,3499,Cricket Bat,2.2,18,16,13,16,12,13,18,17
SP-CRIC-31,Indore,120,29,5.2,7,3499,Cricket Bat,2.2,35,31,29,35,44,39,34,29
SP-CRIC-31,Nagpur,44,0,5.3,7,3499,Cricket Bat,2.2,32,42,33,29,33,45,41,42
SP-CRIC-31,Kochi,32,0,3.6,7,3499,Cricket Bat,,26,27,25,24,22,25,28,27
SP-CRIC-31,Chandigarh,157,0,4.0,14,"₹3,499",Cricket Bat,,29,27,32,33,26,29,24,23
SP-CRIC-31,Bhopal,117,0,5.8,14,"₹3,499",Cricket Bat,,42,42,48,38,44,35,39,45
SP-CRIC-31,Patna,106,0,2.6,14,3499,Cricket Bat,,16,21,17,18,20,23,15,16
SP-CRIC-31,Vadodara,8,0,5.2,10,"Rs. 3,499",Cricket Bat,,41,45,42,38,43,42,40,34
SP-CRIC-31,Ludhiana,32,0,1.6,7,N/A,Cricket Bat,,12,14,13,13,9,11,12,12
SP-CRIC-31,Agra,88,0,5.5,,"3,499.00",Cricket Bat,,84,7,69,84,84,84,69,7
SP-CRIC-32,Mumbai,82,0,2.8,10,₹599,Cricket Bat,,21,19,18,21,16,23,19,19
SP-CRIC-32,Delhi,10,0,,7,Rs. 599,Cricket Bat,,7,6,7,6,6,6,7,7
SP-CRIC-32,Bengaluru,88,0,4.2,14,599,Cricket Bat,,28,23,24,36,33,32,31,27
SP-CRIC-32,Hyderabad,43,0,4.5,7,₹599,Cricket Bat,,36,33,29,25,33,29,31,24
SP-CRIC-32,Chennai,97,0,5.9,10,599,Cricket Bat,2.0,32,40,40,46,35,45,41,40
SP-CRIC-32,Kolkata,83,0,5.2,10,₹599,Cricket Bat,2.2,41,41,36,31,28,28,36,38
SP-CRIC-32,Pune,40,0,4.7,7,599.00,Cricket Bat,,41,39,32,28,25,32,38,38
SP-CRIC-32,Ahmedabad,60,34,2.8,10,₹599,Cricket Bat,,16,17,23,24,21,16,16,19
SP-CRIC-32,Jaipur,35,0,1.6,7,599,Cricket Bat,2.2,12,11,12,14,13,13,13,9
SP-CRIC-32,Lucknow,20,0,3.1,10,599,Cricket Bat,,23,22,22,17,22,27,21,24
SP-CRIC-32,Lucknow,20,0,3.1,10,599,Cricket Bat,,23,22,22,17,22,27,21,24
SP-CRIC-32,Surat,196,0,4.9,14,₹599,Cricket Bat,,28,30,41,26,38,38,30,39
SP-CRIC-32,Indore,72,16,1.6,14,599,Cricket Bat,,11,11,13,13,14,13,12,10
SP-CRIC-32,Nagpur,60,0,2.0,14,Rs. 599,Cricket Bat,,16,17,16,17,11,16,15,17
SP-CRIC-32,Kochi,49,0,1.1,14,Rs. 599,Cricket Bat,,8,9,8,8,6,7,8,9
SP-CRIC-32,Chandigarh,54,0,1.4,14,599.00,Cricket Bat,,10,11,9,11,8,11,11,8
SP-CRIC-32,Bhopal,1,0,1.0,14,599,Cricket Bat,,7,5,5,8,7,7,9,6
SP-CRIC-32,Patna,2,0,0.6,10,599,Cricket Bat,,9,7,0,0,7,9,0,1
SP-CRIC-32,Vadodara,117,0,5.1,10,599,Cricket Bat,,33,32,40,35,28,32,42,35
SP-CRIC-32,Ludhiana, 104 ,0,2.4,14,599,Cricket Bat,2.0,15,17,18,18,16,16,20,16
SP-CRIC-32,Agra, 1 ,0,1.8,7,599,Cricket Bat,2.0,14,13,14,11,13,10,14,15
SP-CRIC-33,Mumbai,27,0,5.2,10,₹999,Cricket Bat,2.0,31,38,44,28,35,35,27,39
SP-CRIC-33,Delhi,11,0,3.5,14,₹999,Cricket Bat,2.2,20,19,21,23,25,26,19,22
SP-CRIC-33,Bengaluru,46,0,1.6,10,999,Cricket Bat,,13,11,9,11,8,11,10,11
SP-CRIC-33,Hyderabad,48,0,3.0,10,999.00,Cricket Bat,,17,20,16,20,20,25,22,18
SP-CRIC-33,Chennai,149,0,3.8,14,Rs. 999,Cricket Bat,,31,21,21,21,21,22,30,26
SP-CRIC-33,Kolkata,6,7,1.1,10,Rs. 999,Cricket Bat,2.2,8,7,8,9,6,8,7,8
SP-CRIC-33,Pune,145,0,5.3,10,Rs. 999,Cricket Bat,,45,45,42,38,39,41,37,32
SP-CRIC-33,Ahmedabad,52,51,3.9,10,999,Cricket Bat,,29,26,27,29,25,26,28,28
SP-CRIC-33,Jaipur,35,0,0.8,14,₹999,Cricket Bat,2.2,7,6,4,5,7,5,6,5
SP-CRIC-33,Lucknow,32,67,5.4,10,999,Cricket Bat,2.0,47,43,42,43,30,40,43,47
SP-CRIC-33,Surat,94,48,5.8,10,₹999,Cricket Bat,,50,36,41,40,47,42,50,31
SP-CRIC-33,Indore,30,0,2.6,10,Rs. 999,Cricket Bat,,15,22,22,18,16,20,15,19
SP-CRIC-33,Nagpur,18,0,1.9,7,₹999,Cricket Bat,,16,16,16,10,14,11,13,13
SP-CRIC-33,Kochi,29,13,4.2,7,₹999,Cricket Bat,,52,11,11,64,11,11,5,11
SP-CRIC-33,Chandigarh,11,0,0.4,10,999,Cricket Bat,2.0,3,3,3,3,2,3,2,2
,Bhopal, 18 ,0,1.2,10,Rs. 999,Cricket Bat,,10,8,9,9,8,8,10,8
SP-CRIC-33,Patna,11,36,2.3,14,₹999,Cricket Bat,,18,17,19,18,17,16,17,18
SP-CRIC-33,Vadodara,6,0,3.7,7,999,Cricket Bat,,26,27,23,29,22,23,25,20
SP-CRIC-33,Ludhiana,67,0,3.4,7,Rs. 999,Cricket Bat,2.0,20,18,25,24,20,28,23,24
SP-CRIC-33,Agra,77,0,3.7,14,999,Cricket Bat,,27,21,28,24,27,29,25,24
SP-CRIC-34,Mumbai,131,0,4.4,14,"Rs. 3,499",Cricket Bat,,35,33,32,30,33,24,31,35
SP-CRIC-34,Delhi,191.5,0,5.2,14,3499,Cricket Bat,2.2,43,38,40,36,34,33,36,30
SP-CRIC-34,Bengaluru,2,0,0.6,7,3499,Cricket Bat,2.2,5,5,5,3,3,4,3,4
SP-CRIC-34,Hyderabad,34,0,1.1,14,3499,Cricket Bat,,9,6,8,6,6,8,6,9
SP-CRIC-34,Chennai,1,25,3.2,7,"₹3,499",Cricket Bat,,24,26,25,24,24,27,24,17
SP-CRIC-34,Kolkata,69,0,1.6,14,3499,Cricket Bat,,13,9,13,9,13,12,13,13
SP-CRIC-34,Pune,-8,0,5.4,10,3499,Cricket Bat,2.0,35,43,44,32,33,46,46,45
SP-CRIC-34,Ahmedabad,41,21,1.3,14,"₹3,499",Cricket Bat,,11,9,7,10,11,9,9,11
SP-CRIC-34,Jaipur,91,0,2.1,14,3499,Cricket Bat,,17,17,17,15,16,15,12,12
SP-CRIC-34,Lucknow,43,0,2.7,7,"Rs. 3,499",Cricket Bat,2.0,22,23,18,15,15,24,23,19
SP-CRIC-34,Surat,42,0,2.8,14 days,3499,Cricket Bat,2.2,43,35,7,35,43,35,7,3
SP-CRIC-34,Indore,118,0,5.8,7,"₹3,499",Cricket Bat,,33,50,31,35,31,47,46,36
SP-CRIC-34,Nagpur,7,0,1.3,7,"3,499.00",Cricket Bat,,11,8,11,9,11,11,7,9
SP-CRIC-34,Kochi,42,-9,4.0,14,"₹3,499",Cricket Bat,2.0,34,33,33,23,30,22,34,28
SP-CRIC-34,Chandigarh,61,0,3.1,7,3499,Cricket Bat,2.0,17,22,19,25,27,25,23,23
SP-CRIC-34,Bhopal, 81 ,68,3.8,14,"3,499.00",Cricket Bat,,29,26,32,27,22,25,24,28
SP-CRIC-34,Patna,106,0,5.5,10,"Rs. 3,499",Cricket Bat,2.0,40,45,46,44,36,44,38,31
SP-CRIC-34,Vadodara,75,0,2.2,14,N/A,Cricket Bat,,18,18,13,14,17,17,14,15
SP-CRIC-34,Ludhiana,213,71,5.0,14,"Rs. 3,499",Cricket Bat,,29,41,40,38,38,36,28,32
SP-CRIC-34,Agra,26,0,0.8,14,"₹3,499",Cricket Bat,,5,5,6,6,6,4,6,7
SP-CRIC-35,Mumbai,11,0,1.2,14,1899,Cricket Bat,,9,10,9,8,10,9,9,9
SP-CRIC-35,Delhi,8,0,6.0,7,"₹1,899",Cricket Bat,,51,39,52,34,36,34,40,39
SP-CRIC-35,Bengaluru,12,0,0.5,14,1899,Cricket Bat,,4,3,4,4,4,4,4,4
SP-CRIC-35,Hyderabad,127,34,3.1,14,1899,Cricket Bat,2.0,18,24,18,23,20,25,23,19
SP-CRIC-35,Chennai,40,0,2.9,7,"1,899.00",Cricket Bat,2.2,22,17,23,23,16,22,24,19
SP-CRIC-35,Kolkata,2,0,0.4,10,"₹1,899",Cricket Bat,,2,3,3,2,3,2,3,2
SP-CRIC-35,Pune,18,0,0.7,14,"1,899.00",Cricket Bat,,4,5,4,6,4,6,4,6
SP-CRIC-35,Ahmedabad,20,0,1.2,14,"₹1,899",Cricket Bat,,15,15,3,3,15,15,1,15
SP-CRIC-35,Jaipur,3,0,0.5,7,"₹1,899",Cricket Bat,2.0,4,3,4,4,3,3,4,4
SP-CRIC-35,Lucknow,7,0,2.4,10,"Rs. 1,899",Cricket Bat,2.2,16,20,17,20,13,18,17,14
SP-CRIC-35,Surat,36,0,1.2,14,1899,Cricket Bat,2.2,9,10,9,8,10,8,7,7
SP-CRIC-35,Indore,5,0,0.6,14,1899,Cricket Bat,2.0,5,4,5,3,4,5,4,5
SP-CRIC-35,Nagpur, 10 ,21,2.5,,"₹1,899",Cricket Bat,,21,16,20,22,18,13,19,18
SP-CRIC-35,Kochi,48,0,2.7,10,1899,Cricket Bat,2.0,19,22,19,19,18,20,19,14
SP-CRIC-35,Chandigarh,17,0,4.9,14,1899,Cricket Bat,2.2,27,30,40,29,36,28,27,26
SP-CRIC-35,Bhopal, 80 ,0,5.4,7,1899,Cricket Bat,2.0,41,29,41,40,40,35,36,32
SP-CRIC-35,Patna,9,0,3.5,14,"₹1,899",Cricket Bat,2.2,22,28,23,22,24,19,24,26
SP-CRIC-35,Vadodara,19,0,0.6,14,1899,Cricket Bat,2.2,4,4,4,4,4,3,5,4
SP-CRIC-35,Ludhiana,5,0,2.2,7,1899,Cricket Bat,2.0,14,16,12,15,15,13,19,13
SP-CRIC-35,Agra,88,0,4.6,14,"₹1,899",Cricket Bat,2.0,33,40,32,29,31,25,33,34
SP-CRIC-36,Mumbai,14,14,0.9,14,999,Cricket Bat,,5,8,5,5,6,5,8,8
SP-CRIC-36,Delhi, 67 ,0,5.5,7,999,Cricket Bat,,33,39,40,30,37,39,44,42
SP-CRIC-36,Bengaluru,52,37,3.9,10,999,Cricket Bat,,27,25,28,26,24,24,25,33
SP-CRIC-36,Hyderabad,34,39,4.8,7,Rs. 999,Cricket Bat,,26,35,26,38,31,33,41,31
SP-CRIC-36,Chennai,77,0,,7,999,Cricket Bat,2.0,56,56,69,12,6,69,69,12
SP-CRIC-36,Kolkata,116,0,5.2,14,999,Cricket Bat,,41,39,45,34,30,37,40,30
SP-CRIC-36,Pune,121,0,2.8,14,Rs. 999,Cricket Bat,2.0,18,20,15,19,20,24,15,23
SP-CRIC-36,Ahmedabad,94,43,3.2,10,Rs. 999,Cricket Bat,,25,18,25,24,24,17,21,24
SP-CRIC-36,Jaipur,91,51,3.7,10,999,Cricket Bat,,22,27,24,28,28,24,25,28
SP-CRIC-36,Lucknow,1,0,0.6,7,999,Cricket Bat,,4,5,5,5,5,4,4,5
SP-CRIC-36,Surat,63,0,4.5,7,999,Cricket Bat,2.0,25,31,35,25,37,35,29,24
SP-CRIC-36,Indore,11,0,1.6,10,Rs. 999,Cricket Bat,,13,10,10,8,11,10,14,9
SP-CRIC-36,Nagpur,48,0,3.2,7,₹999,Cricket Bat,2.0,28,22,17,26,22,17,25,22
SP-CRIC-36,Kochi,14,0,2.6,7,₹999,Cricket Bat,,14,21,22,19,15,18,18,22
SP-CRIC-36,Chandigarh,45.5,0,3.4,7,₹999,Cricket Bat,2.0,28,27,28,28,19,21,28,29
